Epoch	SuccessRate	CollRate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossDist	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
10	0.10392442	0.7247901	0.01826454	0.46647584	1.4675817	-0.41404995	11.376973	-0.059985515	0.12854688	0.6180432	-0.51621395	352000	6.157905e-06	0.16507487	0.02480241	-0.0055122008	-0.026198009	2.4789395	0.007361262	0.04103125	79.0	248.3398458957672
11	0.13276984	0.6617965	0.06482394	0.50672585	1.472366	-0.34939945	12.864227	0.018887525	0.14278744	0.46716076	-0.5223825	384000	2.9583462e-06	0.15966547	0.02470768	-0.0075425697	-0.026084386	2.469333	0.0077065877	0.0546875	79.0	277.8147132396698
12	0.1612101	0.6513988	0.10787015	0.5451406	1.4572223	-0.4968793	13.219064	0.071647756	0.17417906	0.7229193	-0.47688144	416000	-6.4745545e-06	0.18553564	0.024766242	-0.0070146355	-0.03451712	2.475073	0.006164159	0.0434375	79.0	306.9484431743622
13	0.1781361	0.63698256	0.13830693	0.5669329	1.4631981	-0.36185196	13.71875	0.11146424	0.16888045	0.7463042	-0.38515687	448000	1.0213349e-05	0.1831563	0.024856225	-0.008304183	-0.035943218	2.4836254	0.008339326	0.0708125	79.0	336.111558675766
14	0.19495171	0.5890031	0.15677834	0.5892394	1.4525578	-0.3416765	14.358439	0.11872618	0.17848472	0.8445732	-0.41488716	480000	-2.1699816e-06	0.20230822	0.024768902	-0.008726773	-0.049750812	2.474125	0.007779753	0.074625	79.0	365.18715953826904
15	0.18249026	0.60744864	0.13593219	0.5806858	1.4487661	-0.39920086	13.531787	0.15083578	0.20992371	1.2655979	-0.35831517	512000	2.41464e-05	0.20646887	0.024714096	-0.009329058	-0.054790277	2.46766	0.007422534	0.0808125	79.0	394.3304793834686
16	0.23874691	0.5960435	0.21523386	0.64254594	1.4685618	-0.32588208	13.459253	0.13727097	0.20684446	0.9095675	-0.48768982	544000	1.7588958e-05	0.24373887	0.024652734	-0.0094155315	-0.07147118	2.4606752	0.008847032	0.08006249	79.0	423.3659770488739
17	0.1904243	0.60171545	0.14584374	0.599572	1.5097823	-0.36757666	13.414407	0.18175903	0.22289817	1.0621407	-0.5208909	576000	9.076204e-06	0.1978705	0.024682254	-0.009967363	-0.041173376	2.4628975	0.006935999	0.080031246	79.0	452.364862203598
18	0.2387237	0.5798048	0.21457234	0.6469926	1.4678334	-0.35531273	13.756981	0.13243295	0.23179056	0.90104026	-0.43414807	608000	-1.0550953e-05	0.22102255	0.024523022	-0.01012954	-0.054026578	2.4451647	0.008389657	0.08125	79.0	481.4541714191437
19	0.24358521	0.60765135	0.22577514	0.65161175	1.4907922	-0.353895	12.8373785	0.2032348	0.22622989	1.0234848	-0.45386428	640000	2.2324733e-05	0.2069537	0.024489835	-0.009688726	-0.040335	2.4421008	0.007334477	0.075593755	79.0	510.692503452301
20	0.27741045	0.53865194	0.28421187	0.6849267	1.4846789	-0.30995023	13.625643	0.24647906	0.2609082	1.0696422	-0.4788185	672000	-2.0011328e-05	0.24104002	0.024215389	-0.010348052	-0.06496872	2.4133515	0.008148255	0.08334375	79.0	539.7688717842102
21	0.28415707	0.5247388	0.2988799	0.6885876	1.4796861	-0.3520905	13.806381	0.27143317	0.24778295	1.1232983	-0.6788165	704000	8.1913546e-05	0.23228543	0.02401175	-0.011289516	-0.05740107	2.3909788	0.0074584736	0.08503125	79.0	568.8917334079742
22	0.26384658	0.5950023	0.26706067	0.6760473	1.4943392	-0.39589104	12.800725	0.27099586	0.249295	1.01396	-0.38115227	736000	1.392141e-05	0.2164279	0.023968674	-0.011062758	-0.045156546	2.3859816	0.007314831	0.08015625	79.0	598.0018253326416
23	0.39379853	0.498048	0.45378557	0.751905	1.5047823	-0.4743056	13.740917	0.3110787	0.2885483	1.2853798	-0.69588745	768000	-4.254654e-05	0.24548629	0.023585457	-0.011160418	-0.0664327	2.3484712	0.010564989	0.09046875	79.0	627.1262109279633
24	0.29803187	0.55116475	0.3166143	0.71054965	1.5110424	-0.37222797	13.472836	0.3622025	0.2816733	1.2715796	-0.39754736	800000	-2.682209e-07	0.21938592	0.02360968	-0.010600014	-0.045232534	2.347618	0.007944038	0.079125	79.0	656.2786026000977
25	0.30281937	0.5408052	0.33140305	0.69789934	1.4999692	-0.41255242	13.461441	0.28222582	0.29046527	1.1412587	-0.5015324	832000	4.0233135e-05	0.20271936	0.023580907	-0.011688404	-0.03298182	2.3442514	0.0086327065	0.08815625	79.0	685.3941557407379
26	0.33445925	0.5193365	0.37787372	0.72808087	1.4950991	-0.32568532	13.420897	0.288418	0.26328462	1.065638	-0.5314858	864000	-3.3888966e-05	0.22038779	0.023331933	-0.011476042	-0.04513721	2.319168	0.008132545	0.09728125	79.0	714.5444934368134
27	0.39306235	0.4766906	0.47015834	0.74813646	1.5176166	-0.36657774	13.715026	0.34144163	0.2741288	1.1649357	-0.44345546	896000	1.4605932e-05	0.21697432	0.023041986	-0.011227537	-0.046315007	2.2889743	0.0071706213	0.09115625	79.0	743.649688243866
28	0.38812673	0.47767514	0.4669149	0.7485055	1.5109853	-0.35453016	13.754791	0.41757575	0.28357437	1.3046464	-0.5364632	928000	6.4400956e-06	0.23121278	0.022999432	-0.013281893	-0.05239953	2.2840395	0.0084526455	0.103125	79.0	772.781816482544
29	0.43475106	0.46535623	0.52925366	0.76489013	1.5052452	-0.37363723	13.635112	0.4139054	0.26241437	1.2622834	-0.6965475	960000	4.4887885e-05	0.21751904	0.022618178	-0.012695247	-0.047544934	2.2448406	0.008596785	0.10240625	79.0	801.8595929145813
30	0.43514413	0.48093587	0.5263659	0.77572346	1.5161794	-0.8201495	13.169583	0.47950926	0.29059386	1.3460846	-0.3571141	992000	8.1695616e-05	0.21567161	0.02235176	-0.012250876	-0.05251293	2.217153	0.008503059	0.096875	79.0	830.9884188175201
31	0.4265515	0.4573575	0.51787627	0.76481193	1.507806	-0.40590948	13.816434	0.41881615	0.33392122	1.3000414	-0.5548782	1024000	-5.6046993e-06	0.2080478	0.022373615	-0.011226908	-0.04715748	2.2160506	0.00781985	0.0828125	79.0	860.0357360839844
32	0.42302126	0.47949395	0.50990385	0.76492065	1.4978161	-0.46940425	13.3826275	0.44070932	0.32323447	1.3190644	-0.5233713	1056000	-1.5687197e-05	0.22006719	0.022334464	-0.012775751	-0.06507867	2.2140436	0.010832892	0.10521875	79.0	889.186619758606
33	0.504364	0.38304937	0.6427351	0.7708079	1.516263	-0.4143108	14.689575	0.47596386	0.31167924	1.2697414	-0.50244325	1088000	-0.00010366365	0.21899152	0.021978468	-0.010969775	-0.061710484	2.1788447	0.008833014	0.07746875	79.0	918.4591069221497
34	0.5401963	0.36240086	0.6983675	0.7692044	1.5148993	-0.3401811	14.813551	0.53143984	0.28662804	1.2620555	-0.35096428	1120000	6.305496e-05	0.2078847	0.02165584	-0.011551923	-0.048490457	2.144493	0.008517174	0.088250004	79.0	947.5511944293976
35	0.53359693	0.4024607	0.66700166	0.7876203	1.5190951	-0.79855704	14.007509	0.57664114	0.28449622	1.323521	-0.38539127	1152000	4.9174298e-05	0.19914035	0.02149857	-0.012012912	-0.04521153	2.1303253	0.008879708	0.09971875	79.0	976.6250734329224
36	0.51454747	0.41331303	0.64326024	0.78283757	1.5046697	-0.5813137	14.164732	0.58514756	0.30276054	1.6125067	-0.3910497	1184000	-2.7720816e-05	0.18909228	0.021448849	-0.01322564	-0.05095818	2.124439	0.009084783	0.103750005	79.0	1005.821727514267
37	0.5742911	0.3629259	0.73597753	0.78890616	1.5208989	-0.74783915	14.468978	0.5948437	0.3006882	1.275496	-0.61295253	1216000	-4.468439e-05	0.20002387	0.021121357	-0.012303808	-0.053181384	2.0920515	0.00847555	0.09784375	79.0	1035.0670473575592
38	0.52081597	0.388019	0.65679383	0.7805001	1.5239213	-0.5069044	14.702227	0.55812746	0.31227311	1.4100293	-0.4742295	1248000	0.00011302717	0.21030545	0.02100999	-0.011946364	-0.057687435	2.0806365	0.00791921	0.0978125	79.0	1064.1510217189789
39	0.5572783	0.32695812	0.7258162	0.7658627	1.5240186	-0.4173043	15.620334	0.57935685	0.31843916	1.5074947	-0.4688579	1280000	2.7986243e-05	0.20927805	0.02086129	-0.0125881415	-0.05695804	2.0649107	0.007871708	0.098124996	79.0	1093.2651257514954
40	0.59217894	0.31718507	0.77312106	0.767376	1.5241922	-0.43469864	15.203365	0.5764729	0.2951434	1.4117857	-0.50433755	1312000	-2.3354776e-05	0.20619261	0.02040226	-0.012290067	-0.059003364	2.0197344	0.009040108	0.0893125	79.0	1122.5044219493866
41	0.5869075	0.3478961	0.759539	0.7869955	1.5167814	-0.47966617	14.315885	0.6293535	0.2782603	1.3339456	-0.385836	1344000	3.3212826e-05	0.21076547	0.020290501	-0.012785729	-0.05833172	2.0081835	0.009186968	0.100812495	79.0	1151.6666798591614
42	0.6083148	0.3269881	0.7982511	0.77218926	1.5172094	-0.45667493	14.531136	0.63229406	0.28941205	1.5750235	-0.46131843	1376000	2.8564129e-05	0.18321142	0.020112466	-0.012518322	-0.04480036	1.988993	0.0073021697	0.09275	79.0	1180.7633440494537
43	0.628798	0.33491224	0.8199077	0.78091216	1.522591	-0.5114973	14.210952	0.6691099	0.29926056	1.514141	-0.3767007	1408000	6.6189095e-05	0.17872074	0.019991394	-0.012566299	-0.04359297	1.9762676	0.007652892	0.10609375	79.0	1209.8792271614075
44	0.57268167	0.37014225	0.7333654	0.7971149	1.5157032	-0.71544164	14.124556	0.67070657	0.30493137	1.5020956	-0.7683412	1440000	0.00018443167	0.21739066	0.019749697	-0.012030279	-0.06175691	1.951812	0.006839548	0.087093756	79.0	1239.0041551589966
45	0.58193856	0.3716298	0.7536977	0.78185874	1.5464646	-0.46421185	13.968421	0.60366327	0.29801142	1.4081059	-0.3554119	1472000	2.1960586e-06	0.1948744	0.019464662	-0.012210347	-0.043430723	1.9236206	0.009442203	0.0888125	79.0	1268.1523325443268
46	0.6857115	0.24755076	0.9225567	0.7315801	1.5233473	-0.52057505	15.388402	0.66557723	0.3081016	1.507198	-0.54428333	1504000	8.667819e-05	0.18366337	0.019304585	-0.013637516	-0.058052517	1.9048195	0.010054229	0.10596875	79.0	1297.2709226608276
47	0.6240817	0.32358575	0.82065314	0.7816159	1.5211345	-0.60025233	14.173077	0.7140021	0.27157363	1.3555654	-0.27928144	1536000	7.286668e-06	0.2037197	0.018914748	-0.0123574175	-0.0486746	1.8689959	0.007736624	0.09475	79.0	1326.5698487758636
48	0.6558169	0.3051045	0.87679946	0.7659253	1.5162437	-0.454448	13.957306	0.6861586	0.29863104	1.6450825	-0.6311411	1568000	-2.3299828e-05	0.18022487	0.01849518	-0.011535939	-0.04654835	1.826991	0.008324766	0.0925	79.0	1355.9315493106842
49	0.6535963	0.31290746	0.873325	0.75913584	1.5093771	-0.45721987	13.855516	0.72912747	0.26771146	1.555023	-0.62901527	1600000	3.6338344e-05	0.17384246	0.018491913	-0.012425746	-0.050356433	1.8237944	0.00820978	0.1060625	79.0	1385.2611317634583
50	0.6472496	0.32753175	0.86023116	0.7703782	1.5224789	-0.80606556	13.739168	0.7244883	0.27346057	1.4151059	-0.3212314	1632000	6.1400235e-05	0.18066648	0.018165879	-0.012527807	-0.047497734	1.7904613	0.007938109	0.094718754	79.0	1414.5127909183502
51	0.6234642	0.3288343	0.8226262	0.77626985	1.5632747	-0.5881328	14.2139635	0.71472704	0.28242314	1.5079695	-0.5682168	1664000	0.0002983259	0.19459899	0.018409897	-0.014157949	-0.061959207	1.8154396	0.009620007	0.107656255	79.0	1443.6499209403992
52	0.6259885	0.343576	0.8165976	0.7791495	1.5517	-0.56964135	13.853403	0.6736398	0.3001102	1.5971199	-0.46276283	1696000	-3.88606e-05	0.18329912	0.018110827	-0.011766935	-0.049074907	1.7845414	0.0069564376	0.0930625	79.0	1472.6804535388947
53	0.7263921	0.23137416	0.9806124	0.71631086	1.5104475	-0.48816955	15.152964	0.70849633	0.3072597	1.4606175	-0.3199644	1728000	-0.00010408275	0.16427729	0.017815037	-0.013060044	-0.0538386	1.7532803	0.007504427	0.09725	79.0	1501.8215415477753
54	0.74361104	0.24373215	1.0101458	0.71541667	1.5214213	-0.5380809	14.282824	0.7628249	0.2644303	1.5430106	-0.47381446	1760000	-6.7770074e-05	0.1525153	0.017042946	-0.01103955	-0.041443557	1.6779083	0.005570203	0.07584375	79.0	1530.9765133857727
55	0.7095125	0.26923224	0.9632831	0.74067056	1.5188042	-0.45447552	13.85061	0.8127262	0.24729465	1.6418566	-0.35717863	1792000	8.185906e-05	0.15364355	0.016889194	-0.012629604	-0.0407636	1.6624495	0.007591841	0.1013125	79.0	1560.137333869934
56	0.7025924	0.2687556	0.9529436	0.74662507	1.5168468	-0.46549842	13.812283	0.7818501	0.2525757	1.5835302	-0.40616536	1824000	-6.2921084e-05	0.1562083	0.016665356	-0.012286176	-0.043399446	1.6360657	0.007162547	0.090937495	79.0	1589.2942473888397
57	0.6441506	0.32048726	0.86030966	0.7813727	1.5164324	-0.55422664	13.67703	0.7844638	0.2993219	1.5227801	-0.36037293	1856000	4.8311427e-05	0.21140699	0.016853284	-0.012113684	-0.078081995	1.6528258	0.008288503	0.09078126	79.0	1618.7315895557404
58	0.6798829	0.27536324	0.92249775	0.7606365	1.5702611	-0.447084	14.006673	0.68617445	0.3056755	1.4479883	-0.4468503	1888000	-2.328679e-05	0.18881702	0.016644508	-0.0126550635	-0.05992548	1.6353735	0.0083049275	0.099031255	79.0	1648.0796682834625
59	0.6810217	0.2950952	0.91311884	0.7623371	1.5288308	-0.43933818	13.765652	0.7358071	0.28609344	1.449657	-0.55045366	1920000	2.555456e-05	0.17743829	0.016290054	-0.012299843	-0.05390493	1.5973678	0.008114024	0.094625	79.0	1677.2032124996185
60	0.7399714	0.22434796	1.0142229	0.710175	1.5233991	-0.7035691	14.796089	0.743138	0.32814315	1.4413006	-0.46059912	1952000	-0.0001759613	0.15717609	0.016137857	-0.0129742175	-0.050022334	1.5832577	0.0067653684	0.09603125	79.0	1706.361483335495
61	0.72742176	0.24809372	0.991358	0.74061435	1.5183363	-0.5489872	13.627148	0.7955413	0.28054893	1.6160718	-0.35466748	1984000	6.1210245e-05	0.16535786	0.015614223	-0.011992659	-0.053250685	1.5319707	0.005254875	0.08575	79.0	1735.64404463768
62	0.7085333	0.26162943	0.96563035	0.74757695	1.5248092	-0.39170155	13.6748705	0.8283245	0.25708202	1.782286	-0.34671757	2016000	7.4971e-05	0.16656852	0.015652768	-0.011963574	-0.05422817	1.5348601	0.007335417	0.08759375	79.0	1764.7079555988312
63	0.73087645	0.25314707	0.9965585	0.7279	1.5131425	-0.530904	13.816522	0.80910534	0.26189303	1.6441894	-0.31377771	2048000	0.000103288796	0.14879513	0.0155884605	-0.012876897	-0.05016247	1.5282664	0.00868294	0.0986875	79.0	1794.0061492919922
64	0.69261825	0.27799562	0.93541306	0.7569507	1.6031593	-0.70071906	13.628866	0.81835616	0.29313955	1.4866099	-0.5865422	2080000	-9.854231e-05	0.17603123	0.0154545475	-0.012898056	-0.057538744	1.5140092	0.009113254	0.091843754	79.0	1823.1117095947266
65	0.73847926	0.23452494	1.0081167	0.7287551	1.5890208	-0.47584546	14.124331	0.77557284	0.28565675	1.4210032	-0.49737367	2112000	-6.3936226e-05	0.1617809	0.015468499	-0.0123720765	-0.049638614	1.5175314	0.0074373563	0.08384375	79.0	1852.283350944519
66	0.70745087	0.2801694	0.94479895	0.7609731	1.5163882	-0.7408092	13.78913	0.7932864	0.2902781	1.6455289	-0.45284155	2144000	-8.188933e-05	0.16669959	0.015222304	-0.011220522	-0.04985959	1.491549	0.0071425624	0.0805	79.0	1881.4791922569275
67	0.8093377	0.17534871	1.12331	0.64504653	1.5277244	-0.7598	14.7198515	0.8061256	0.2909349	1.5447762	-0.32471457	2176000	-0.00014135893	0.118578404	0.0148899015	-0.011989897	-0.037359037	1.4577587	0.0061959783	0.077218756	79.0	1910.6800367832184
68	0.78256917	0.21030879	1.0815203	0.6892883	1.5283884	-0.66931677	14.021239	0.85339683	0.24174325	1.5595334	-0.30324003	2208000	9.4610616e-05	0.13734633	0.014531571	-0.012007501	-0.039135054	1.4205232	0.007261716	0.08778125	79.0	1939.8253998756409
69	0.74055684	0.24696134	1.0143294	0.730768	1.5163068	-0.53256494	13.560684	0.8627616	0.24217713	1.7171538	-0.19567245	2240000	-7.240381e-05	0.15473676	0.014549233	-0.013139208	-0.04872761	1.4245453	0.0073713087	0.090312496	79.0	1969.1733946800232
70	0.76415396	0.21085899	1.0529194	0.70920634	1.5191568	-0.5921815	14.135435	0.82018644	0.2737582	1.5113729	-0.3969975	2272000	3.379723e-05	0.13622555	0.014476079	-0.012508566	-0.040105492	1.4142096	0.0067374655	0.088531256	79.0	1998.4477348327637
71	0.7361617	0.24649829	1.0090631	0.73016316	1.5705171	-0.7790308	13.756956	0.8179386	0.29415765	1.5739949	-0.33178887	2304000	-1.670327e-05	0.15176052	0.014369266	-0.012385185	-0.047679774	1.4027884	0.0075431652	0.08615625	79.0	2027.617834329605
72	0.7638974	0.18516001	1.0660458	0.68638366	1.5898163	-0.50517493	14.763941	0.8213686	0.28082743	1.5107805	-0.45482886	2336000	-1.9334257e-05	0.17453015	0.014532421	-0.013746243	-0.067275465	1.418508	0.0065981373	0.09309375	79.0	2056.7421498298645
73	0.737403	0.23551294	1.0142965	0.7181989	1.5163586	-0.6133722	14.019027	0.80326074	0.285961	1.6845524	-0.4910965	2368000	9.701867e-05	0.14612523	0.014031304	-0.013024684	-0.047611326	1.3691105	0.0073028076	0.09171875	79.0	2086.0779118537903
74	0.8193425	0.16587937	1.1397982	0.64543426	1.5241569	-0.75219315	14.585175	0.83407205	0.28225672	1.5919106	-0.46676385	2400000	0.0001694737	0.13410246	0.013963453	-0.0123061165	-0.051378608	1.3628336	0.0069994805	0.0830625	79.0	2115.3186087608337
75	0.81602657	0.17856452	1.1481426	0.6414496	1.525954	-0.47282988	14.003533	0.8780013	0.24581969	1.5649804	-0.4878924	2432000	-4.6153553e-05	0.12461574	0.013507618	-0.011690892	-0.037577868	1.3163652	0.0055194646	0.075531244	79.0	2144.5683023929596
76	0.75587916	0.23020348	1.0461066	0.7202576	1.522421	-0.62945837	13.641267	0.8653778	0.22989957	1.5107555	-0.28257477	2464000	-0.00014510937	0.15184912	0.013710061	-0.012187205	-0.052015565	1.3373263	0.0077488907	0.094718754	79.0	2173.705008983612
77	0.79550254	0.18463527	1.1009626	0.67834955	1.5263882	-0.99224555	14.235638	0.8533939	0.26418757	1.6122472	-0.35421634	2496000	-2.2263266e-05	0.12629902	0.013780932	-0.012809324	-0.04248345	1.3413632	0.008843909	0.0920625	79.0	2202.9201757907867
78	0.74483025	0.23589583	1.0248082	0.72343	1.5705171	-0.602845	13.802952	0.8508317	0.2919767	1.5137578	-0.4201859	2528000	-1.1879951e-05	0.1415039	0.013821786	-0.013020931	-0.04978799	1.343986	0.0073808697	0.09228125	79.0	2232.165706396103
79	0.7809574	0.1882715	1.0819958	0.6892988	1.5612391	-0.58665603	14.316667	0.83148926	0.27898145	1.5858545	-0.562755	2560000	9.248778e-05	0.14157063	0.014006179	-0.013935335	-0.042306054	1.3627381	0.008037278	0.0929375	79.0	2261.541087627411
80	0.7443619	0.2470448	1.0177363	0.7310274	1.5177784	-0.81308776	13.602312	0.83894795	0.2753508	1.4918671	-0.36952227	2592000	-2.4331734e-05	0.13663831	0.013533067	-0.013107649	-0.04126963	1.3161656	0.006823825	0.0990625	79.0	2290.768604040146
81	0.8360089	0.14342773	1.1710325	0.61538094	1.5253448	-0.6264797	14.655904	0.85204214	0.28119406	1.6342453	-0.5819074	2624000	-0.00014580181	0.11707327	0.013262925	-0.014396062	-0.04376957	1.2909002	0.008217096	0.094	79.0	2320.0463104248047
82	0.8531637	0.14141488	1.2023902	0.59326476	1.5250258	-0.54670465	14.388788	0.8982803	0.23436476	1.5112444	-0.2437777	2656000	-3.57572e-05	0.10541161	0.012893833	-0.0114516	-0.029006705	1.2534195	0.006713613	0.07621875	79.0	2349.3266060352325
83	0.7687594	0.20854446	1.0675675	0.7044952	1.5189466	-0.55546093	13.857517	0.88717	0.25239035	1.639243	-0.24933949	2688000	8.5145235e-05	0.13477932	0.013229972	-0.01239003	-0.050027594	1.2837328	0.007834331	0.08615625	79.0	2378.376630783081
84	0.77901137	0.20855	1.0772753	0.7007655	1.5268587	-1.2812967	13.987698	0.8650559	0.2639306	1.7714652	-0.81804323	2720000	-9.6207485e-05	0.14156127	0.013331809	-0.0132631045	-0.04623666	1.2957525	0.008348617	0.101500005	79.0	2407.4862904548645
85	0.76174426	0.22431394	1.0484425	0.71913093	1.5399948	-0.48082122	13.724481	0.817741	0.2896215	1.6122183	-0.6211185	2752000	5.7768077e-05	0.13205622	0.013106267	-0.012651037	-0.045603897	1.2726705	0.0073861536	0.08921875	79.0	2436.5640399456024
86	0.78082407	0.20692259	1.0820917	0.6994148	1.5936	-0.6802365	13.731002	0.8477826	0.27539253	1.5811102	-0.81321794	2784000	-5.5473298e-05	0.13239574	0.01295004	-0.013604924	-0.04359758	1.260073	0.007660957	0.09784375	79.0	2465.7086346149445
87	0.7652731	0.22389984	1.0470136	0.7240247	1.5253448	-0.75189453	13.606529	0.8334071	0.3017787	1.4977459	-0.4922573	2816000	9.4314106e-05	0.13352829	0.012988412	-0.012218251	-0.04515317	1.2620659	0.007409259	0.084218755	79.0	2494.761813402176
88	0.8272434	0.14916807	1.1629167	0.62777376	1.5372655	-0.53008235	14.370487	0.8611484	0.2881256	1.6776437	-0.35404852	2848000	9.923568e-05	0.11284151	0.012687984	-0.013601571	-0.03183552	1.2314471	0.00610377	0.08803125	79.0	2523.9118633270264
89	0.8611922	0.13171446	1.22489	0.579634	1.5237484	-0.5481626	14.139037	0.8937266	0.23295633	1.6124707	-0.33062568	2880000	-4.1760504e-05	0.09754508	0.012270555	-0.0120609775	-0.030307567	1.1897361	0.007706929	0.0828125	79.0	2553.047239303589
90	0.7848797	0.20324849	1.0945884	0.69843256	1.523934	-0.51682055	13.445339	0.90599555	0.24287902	1.500022	-0.27516702	2912000	2.642721e-05	0.12626298	0.012658272	-0.013434852	-0.04795878	1.2269441	0.006894814	0.0865625	79.0	2582.359897375107
91	0.8063532	0.18139084	1.124084	0.6717355	1.5318587	-0.5000113	13.877623	0.86520267	0.2863706	1.478437	-0.72027206	2944000	9.871181e-05	0.1033011	0.012713991	-0.01200401	-0.030772202	1.2323782	0.0065406286	0.080437504	79.0	2611.4534018039703
92	0.77112836	0.21661758	1.0687317	0.70282453	1.5177268	-0.64243823	13.669966	0.8705401	0.28139913	1.5680641	-0.6001578	2976000	-2.1606684e-07	0.1277618	0.012473	-0.014724023	-0.04816703	1.2052835	0.008518972	0.0938125	79.0	2640.5085713863373
93	0.78442085	0.19459507	1.0936639	0.6890931	1.5705171	-0.7306771	13.839565	0.8612558	0.26771134	1.5462275	-0.5037645	3008000	0.00016686693	0.13677847	0.012442969	-0.013313583	-0.04686255	1.2023523	0.008048212	0.095125005	79.0	2669.646286725998
94	0.7894043	0.1942622	1.0943608	0.6877868	1.528934	-0.80841434	13.971441	0.84480447	0.29282415	1.5020014	-0.5499469	3040000	-3.2298267e-05	0.119308084	0.012330124	-0.01173191	-0.04252837	1.1930181	0.0061900937	0.07890625	79.0	2698.7807157039642
95	0.84359753	0.1374974	1.1911352	0.5990816	1.5228673	-0.59177786	14.746283	0.8951616	0.2552336	1.5538235	-0.30901998	3072000	-3.170222e-05	0.11996692	0.012132802	-0.013686828	-0.04506944	1.1712399	0.0068735457	0.09015626	79.0	2728.1388516426086
96	0.84148884	0.14967352	1.1890447	0.61922926	1.5289466	-0.42126474	13.880473	0.9022909	0.2396201	1.5548337	-0.34369624	3104000	-2.0551495e-05	0.115208	0.011782413	-0.011901842	-0.04667665	1.1351523	0.0070629846	0.081687495	79.0	2757.395142555237
97	0.7822021	0.2059029	1.0934949	0.6985344	1.5400258	-0.47691867	13.35906	0.88283056	0.26798317	1.6499882	-0.5892569	3136000	2.3380853e-06	0.11790094	0.01197943	-0.01296409	-0.043872938	1.1538355	0.006750708	0.088062495	79.0	2786.5373520851135
98	0.7861302	0.20356828	1.0944285	0.6914586	1.5323359	-0.5576016	13.736159	0.85297287	0.29873684	1.642962	-0.7195737	3168000	1.0346994e-06	0.11952388	0.012099864	-0.013214484	-0.039666183	1.163737	0.005798467	0.08615625	79.0	2815.6381154060364
