Epoch	SuccessRate	CollRate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
102	0.79975414	0.1783709	1.124167	0.7031817	1.5369668	-0.64786506	12.849338	0.92152673	0.30928025	1.3575689	-0.47753865	824000	-1.8626451e-08	0.11749278	-0.03668074	-0.08415291	1.2823472	0.015022775	0.17675	64.0	117.54005193710327
103	0.780398	0.21224907	1.0837442	0.71633774	1.5306667	-0.71538436	12.524194	0.86148894	0.38288757	1.4008349	-0.76143754	832000	-3.7252903e-09	0.12554461	-0.037653014	-0.08658481	1.2859671	0.013277648	0.18187502	79.0	118.79654812812805
104	0.76392543	0.22291666	1.0711251	0.7211573	1.5338042	-0.7621292	12.472756	0.8924789	0.34474716	1.3607887	-0.79340947	840000	-7.450581e-09	0.13333769	-0.038553387	-0.0892307	1.2566564	0.014750168	0.182875	79.0	120.07357835769653
105	0.74605817	0.22401947	1.0284572	0.7535642	1.5281379	-0.8671009	13.036913	0.8292385	0.40854064	1.4439347	-0.6640787	848000	-1.1175871e-08	0.11885041	-0.026767232	-0.06753206	1.3032665	0.015178155	0.1715	29.0	121.51366376876831
106	0.7599102	0.22094299	1.0523171	0.7425854	1.5286437	-0.82267916	12.759869	0.8468602	0.37006837	1.4755975	-0.6007105	856000	3.7252903e-09	0.12207508	-0.03918901	-0.09128438	1.2546057	0.014423904	0.20675	79.0	123.08592557907104
107	0.77512294	0.22487706	1.0802387	0.7281189	1.5370146	-0.44179627	12.158228	0.89222634	0.38951164	1.4617056	-0.9243536	864000	-5.5879354e-09	0.10266979	-0.0384613	-0.0758495	1.2091777	0.011795009	0.17575	79.0	124.2777533531189
108	0.802971	0.19702902	1.1336013	0.67398566	1.5357049	-0.33619076	12.48718	0.9030928	0.35761318	1.4825028	-0.7433346	872000	4.656613e-09	0.090827465	-0.03678464	-0.05405762	1.1896247	0.015049966	0.17025	61.0	125.3790693283081
109	0.72225785	0.25208426	0.97174674	0.7845358	1.5392721	-0.6836961	12.779605	0.84774566	0.36598566	1.3936706	-0.65141827	880000	3.7252903e-09	0.13592425	-0.038845383	-0.09540261	1.2372102	0.01500305	0.1765	78.0	126.54145336151123
110	0.75997716	0.21951202	1.0516783	0.73861367	1.5547638	-0.6151356	12.771381	0.84154063	0.40978596	1.4993541	-0.6682319	888000	7.916242e-09	0.1404622	-0.03404008	-0.096867785	1.1993293	0.015011705	0.1785	55.0	127.62779355049133
111	0.73359007	0.2585975	1.0047742	0.767704	1.5419209	-0.7856588	11.912037	0.85475296	0.3892273	1.5339797	-0.6221568	896000	-9.313226e-09	0.14190209	-0.03608813	-0.09456492	1.1993582	0.015111808	0.18362501	58.0	128.69668102264404
112	0.7622055	0.2175448	1.0575995	0.7356986	1.550533	-0.6290824	12.611111	0.83755445	0.42458522	1.6879704	-1.2343572	904000	-1.8626451e-08	0.122382864	-0.03768035	-0.081038445	1.2134498	0.014523611	0.17099999	79.0	129.85783982276917
113	0.67878276	0.31496722	0.9077647	0.80020696	1.5288308	-0.4758083	11.571006	0.84338766	0.39666623	1.465284	-0.76928854	912000	-1.1175871e-08	0.15157971	-0.0051475028	-0.102898434	1.226862	0.01557818	0.186	4.0	130.73567175865173
114	0.73343253	0.25962305	0.9999073	0.7784242	1.5420535	-0.5427423	12.166667	0.8533062	0.39408174	1.4178876	-0.78198516	920000	1.7695129e-08	0.13305774	-0.031759355	-0.09436896	1.2271359	0.015033445	0.163625	50.0	131.81987929344177
115	0.8712107	0.10431018	1.2480886	0.59067273	1.5356437	-0.76438093	13.695422	0.906566	0.29266313	1.5473257	-0.56837666	928000	-5.5879354e-09	0.12983635	-0.035444982	-0.104492866	1.191819	0.015094125	0.16600001	57.0	132.91630697250366
116	0.83972955	0.16027047	1.1916887	0.6289952	1.5422657	-0.43437523	12.937086	0.9381814	0.31875095	1.5001597	-0.86189	936000	-1.8626451e-08	0.084029526	-0.033926368	-0.05378833	1.1887271	0.015137236	0.167375	52.0	133.9909839630127
117	0.8195541	0.1679459	1.155508	0.66109014	1.5358028	-0.38762924	12.955298	0.9427612	0.30074447	1.427686	-0.7615551	944000	-3.7252903e-09	0.09963536	-0.033744298	-0.05746487	1.1948966	0.015001463	0.189125	64.0	135.07707691192627
118	0.79689544	0.17410131	1.1269623	0.67782867	1.5484929	-0.6907359	13.489511	0.8946624	0.32736078	1.3890148	-1.1549535	952000	1.1175871e-08	0.13651022	-0.036619075	-0.084265515	1.198643	0.014279624	0.19749999	79.0	136.24877071380615
119	0.8057632	0.19423681	1.1292427	0.6734461	1.5413812	-0.39124164	12.763245	0.87361354	0.33087477	1.4489465	-1.0760338	960000	1.1175871e-08	0.098900326	-0.038099557	-0.07448491	1.1902647	0.011812188	0.18875	79.0	137.39328813552856
120	0.8240212	0.15427738	1.1652043	0.64890116	1.5302395	-0.4398256	13.405595	0.9272353	0.30268404	1.4359167	-0.6969014	968000	3.7252903e-09	0.0944664	-0.03442259	-0.04694456	1.2040515	0.011769171	0.175375	79.0	138.66080236434937
121	0.8380418	0.14843482	1.1811078	0.6584287	1.5338341	-0.93752843	13.335034	0.91393566	0.31629434	1.4687783	-0.6604253	976000	-2.7939677e-09	0.09757277	-0.030493163	-0.06985833	1.204673	0.015019464	0.16825	45.0	139.80750846862793
122	0.80791867	0.17814942	1.1386145	0.68831176	1.5341958	-0.49236462	12.917786	0.9205871	0.3250946	1.4745524	-1.4683987	984000	2.2351742e-08	0.12913191	-0.029772352	-0.0946293	1.1957221	0.015087282	0.17475	42.0	140.8325159549713
123	0.83915675	0.16084328	1.1830975	0.6307968	1.5336981	-0.37652513	13.0	0.8663844	0.37986797	1.5487244	-0.8077462	992000	-1.8626451e-08	0.10862468	-0.033979125	-0.08505347	1.1782899	0.01501142	0.180875	60.0	141.99863457679749
124	0.7988565	0.19489348	1.1296035	0.69059545	1.5332499	-0.8781121	12.449368	0.9528579	0.29209888	1.4353596	-0.50063664	1000000	2.4214387e-08	0.11104996	-0.037281457	-0.075965986	1.1449525	0.0139111765	0.18474999	79.0	143.13059496879578
125	0.823108	0.14090127	1.1699688	0.66640484	1.5325357	-0.8014667	13.2517	0.90226036	0.36425138	1.6126696	-0.86909723	1008000	-7.450581e-09	0.103443876	-0.03727168	-0.065631405	1.1614909	0.015075175	0.18087499	76.0	144.36305689811707
126	0.8226243	0.17043129	1.1650236	0.66541415	1.5389845	-0.56814116	12.634615	0.9392401	0.2933569	1.539433	-0.42069247	1016000	5.5879354e-09	0.10700449	-0.029338134	-0.064397156	1.1568686	0.015075829	0.14199999	37.0	145.33814239501953
127	0.8440058	0.14283626	1.2043425	0.6259592	1.5319619	-0.47056153	12.893092	0.94143164	0.30862752	1.5163221	-0.49693793	1024000	-2.7939677e-09	0.102042824	-0.03625639	-0.07134128	1.1362721	0.013270697	0.178	79.0	146.60065579414368
128	0.826462	0.16659358	1.173653	0.65655726	1.5357947	-0.4909622	12.722039	0.93371737	0.31626305	1.4676547	-0.87075996	1032000	7.450581e-09	0.10549816	-0.03546564	-0.066297345	1.158778	0.01509983	0.194375	77.0	147.7302849292755
129	0.8089495	0.1844716	1.1528125	0.6699619	1.5432748	-0.49891552	12.482371	0.9139723	0.31943753	1.4648569	-0.74975294	1040000	0.0	0.08503234	-0.028268887	-0.06668013	1.1300766	0.015051858	0.153375	36.0	148.75327253341675
130	0.7902888	0.18806084	1.1159089	0.7009229	1.5385238	-0.74760467	12.788079	0.8957078	0.3882903	1.7284483	-0.88722366	1048000	7.450581e-09	0.12065436	-0.028788375	-0.092414856	1.1567292	0.015203539	0.1415	35.0	149.72548294067383
131	0.7864127	0.20075834	1.1035533	0.7117727	1.5456161	-0.8303379	12.4203825	0.88421124	0.3757254	1.4198215	-1.007502	1056000	0.0	0.116725884	-0.0293094	-0.086678624	1.1555185	0.0150958635	0.153	44.0	150.78307676315308
132	0.7862573	0.19396931	1.1035403	0.72433025	1.5491747	-0.7980002	12.723856	0.8877491	0.37083173	1.3630108	-0.84025985	1064000	3.7252903e-09	0.12619588	-0.034902677	-0.092982195	1.1762645	0.015018098	0.171875	59.0	152.13529801368713
133	0.75438595	0.21783626	1.040578	0.76112944	1.5375509	-0.7953365	12.991667	0.8399536	0.39479136	1.4546185	-1.059998	1072000	1.1175871e-08	0.14702156	-0.03593784	-0.10274153	1.1817153	0.015118343	0.1785	51.0	153.4266712665558
134	0.7332642	0.2607834	1.0081755	0.76605165	1.542621	-0.6539409	12.158228	0.82133794	0.41764635	1.5184457	-0.6304054	1080000	-1.1175871e-08	0.108844005	-0.03511767	-0.08272235	1.156732	0.009896411	0.160125	79.0	154.56335592269897
135	0.73831487	0.24080884	1.0194261	0.7661643	1.553024	-0.73273396	12.694631	0.8395308	0.40858623	1.7472577	-0.8776307	1088000	-7.450581e-09	0.17201605	-0.035890177	-0.12439962	1.1782305	0.01518416	0.17587501	59.0	155.68145608901978
136	0.7845694	0.20848618	1.0974311	0.71564853	1.5496811	-0.4703104	12.323899	0.8429201	0.4262329	1.4475439	-1.1591272	1096000	3.7252903e-09	0.1680534	-0.03697431	-0.12525474	1.11009	0.01500114	0.17074999	79.0	157.27924013137817
137	0.7881684	0.20558167	1.0913085	0.7211934	1.5443041	-0.6134556	12.845395	0.879689	0.34717327	1.5118781	-0.70565987	1104000	0.0	0.13170777	-0.03605098	-0.08752079	1.1290166	0.013839494	0.17250001	79.0	158.40936970710754
138	0.76490515	0.23509485	1.0667305	0.72909033	1.5410116	-0.63561463	12.095092	0.9080806	0.33067545	1.4732962	-0.6786831	1112000	-1.3969839e-08	0.11493966	-0.036068305	-0.08809972	1.1374073	0.015053125	0.176	71.0	159.55913662910461
139	0.77745926	0.21629074	1.0915116	0.7253575	1.5410477	-0.677189	12.183229	0.86113626	0.41025704	1.4652303	-0.6502742	1120000	0.0	0.13692246	-0.035948537	-0.09465875	1.1441603	0.01452164	0.17225	79.0	160.69554829597473
140	0.8155806	0.16966245	1.143551	0.6863491	1.5526066	-0.7304937	12.524194	0.89578223	0.3504442	1.3851936	-0.65420306	1128000	6.519258e-09	0.1312626	-0.03398639	-0.082319826	1.116672	0.015324979	0.17025	45.0	161.7654299736023
141	0.77117276	0.20835945	1.0884875	0.715668	1.5359665	-0.9343159	12.419871	0.9118683	0.35473025	1.5182289	-0.5516268	1136000	-4.656613e-09	0.13616814	-0.034233168	-0.07634601	1.1462419	0.015004401	0.169125	56.0	162.8140652179718
142	0.81200397	0.15917659	1.1569091	0.6635203	1.553612	-0.69273025	12.796053	0.88757557	0.3407141	1.3556159	-0.45902264	1144000	-7.450581e-09	0.10482872	-0.039394755	-0.06559886	1.1516914	0.012239268	0.197	79.0	164.01939630508423
143	0.8084992	0.19150081	1.1455586	0.6754027	1.5496551	-0.3938546	12.579545	0.8993653	0.34385285	1.4865804	-0.9200206	1152000	-1.1175871e-08	0.108677454	-0.031176984	-0.08352281	1.1252754	0.01512055	0.157875	48.0	165.06094241142273
144	0.76671886	0.21975774	1.0718163	0.7369203	1.5497808	-1.0810533	12.2895565	0.936775	0.32493302	1.4485039	-0.6626021	1160000	-8.381903e-09	0.12644506	-0.039302416	-0.07885921	1.1527295	0.012699882	0.19325	79.0	166.24456310272217
145	0.80557704	0.17236412	1.1532702	0.6586011	1.5389363	-0.37116265	13.199325	0.8979806	0.34764165	1.4207699	-0.6570804	1168000	-7.450581e-09	0.12026185	-0.031464007	-0.075086996	1.1529152	0.015090942	0.15612501	40.0	167.24077820777893
146	0.8511137	0.14153337	1.2283082	0.5980123	1.5368177	-0.3494619	13.108844	0.88891697	0.3423192	1.7379367	-0.6083522	1176000	1.3038516e-08	0.1257427	-0.034554884	-0.08928209	1.1224284	0.015123118	0.17074999	54.0	168.32532000541687
147	0.8346591	0.1653409	1.1816223	0.6644271	1.5494932	-0.52060646	12.419304	0.9532717	0.25359836	1.4737204	-0.62463295	1184000	-1.8626451e-08	0.08591825	-0.037369326	-0.070429236	1.1384575	0.011772098	0.187875	79.0	169.4712212085724
148	0.82337093	0.17005013	1.1744956	0.66030955	1.5433884	-0.51117265	12.501593	0.90583014	0.37514374	1.539642	-0.65784013	1192000	5.5879354e-09	0.117335334	-0.036598507	-0.0854543	1.127297	0.015085864	0.1785	68.0	170.6142761707306
149	0.8329574	0.16046366	1.1897768	0.6422282	1.5327727	-0.5270261	12.694445	0.9144934	0.33574504	1.4053831	-0.6270252	1200000	-1.8626451e-09	0.09828013	-0.02892078	-0.0700786	1.1129206	0.015020402	0.1555	34.0	171.59241771697998
150	0.8097322	0.18332337	1.1536105	0.67159057	1.5443041	-0.35841578	12.520833	0.97638845	0.22499052	1.4964321	-0.41875607	1208000	9.313226e-09	0.12351672	-0.03923975	-0.08488348	1.1179442	0.015004426	0.205625	77.0	172.77765250205994
151	0.7738456	0.21295996	1.1025729	0.7113701	1.5336385	-0.44774005	12.003067	0.90843785	0.3532368	1.5112524	-0.90696514	1216000	7.450581e-09	0.12852448	-0.034637716	-0.09194383	1.1107624	0.015039956	0.161	49.0	173.88268280029297
152	0.7558788	0.23754221	1.0735453	0.7280077	1.548934	-0.43495372	11.732036	0.9216891	0.3411108	1.53992	-0.85815066	1224000	-5.5879354e-09	0.13470565	-0.04085371	-0.091389716	1.1166346	0.012519205	0.202625	79.0	175.06173872947693
153	0.8350042	0.15183793	1.2036368	0.6236661	1.5433884	-0.34389523	12.567742	0.9193339	0.33871275	1.5836966	-0.8099915	1232000	0.0	0.114066936	-0.037654173	-0.07964612	1.0774987	0.0152402725	0.179875	78.0	176.2973494529724
154	0.69926333	0.2667089	0.9812585	0.765838	1.5810276	-0.38450095	12.126562	0.8119127	0.43164766	1.5164287	-0.9545926	1240000	-3.7252903e-09	0.1539812	-0.03453804	-0.09748008	1.1259522	0.0150944	0.17862499	57.0	177.3554174900055
155	0.7477093	0.23909631	1.05698	0.7337783	1.5430483	-0.3491275	11.737879	0.8769243	0.363828	1.4812315	-0.9117439	1248000	3.7252903e-09	0.105152234	-0.03321874	-0.077152506	1.1174434	0.015012072	0.162875	49.0	178.4813060760498
156	0.7167839	0.27031928	0.9977892	0.7695187	1.5333668	-0.38785955	11.763637	0.8517284	0.39656043	1.4700073	-0.63104916	1256000	-3.7252903e-09	0.12405722	-0.037794843	-0.09237932	1.1121149	0.015069725	0.18887499	78.0	179.61875581741333
157	0.76445806	0.22896303	1.0782459	0.7253033	1.5543771	-0.35513106	12.043478	0.840967	0.4219288	1.4657276	-0.8383176	1264000	1.1175871e-08	0.13515204	-0.033523954	-0.106988154	1.088184	0.0150243	0.185	46.0	180.67588257789612
158	0.695282	0.30471802	0.94128686	0.79952615	1.5560594	-0.44871065	11.165714	0.86037284	0.41185963	1.6154313	-0.7069557	1272000	1.1175871e-08	0.13299662	-0.039744653	-0.09649691	1.1186273	0.0150158275	0.18575001	69.0	182.25853896141052
159	0.7196774	0.28032264	0.9810593	0.77501506	1.5391922	-0.43056425	11.697289	0.8082986	0.4578784	1.4949267	-0.80808365	1280000	9.313226e-10	0.16610223	-0.039802153	-0.11387881	1.1195835	0.01325426	0.187875	79.0	183.43600702285767
160	0.77409816	0.22590187	1.0915282	0.71771044	1.5503448	-0.38726276	11.762121	0.89163196	0.3849303	1.6304342	-1.0250164	1288000	3.7252903e-09	0.10328241	-0.035970815	-0.07491702	1.0875764	0.015155459	0.172625	64.0	184.82351994514465
161	0.739352	0.24635066	1.0177258	0.76404387	1.5401264	-0.756045	12.055901	0.83449	0.4508338	1.4146347	-1.2216496	1296000	3.7252903e-09	0.1609506	-0.036789805	-0.11755849	1.1054842	0.015262205	0.169875	60.0	185.98772025108337
162	0.77196944	0.21487266	1.0803281	0.7322744	1.5476633	-0.76964504	12.010802	0.899337	0.35705355	1.4201334	-0.87950605	1304000	-7.450581e-09	0.12813905	-0.03347092	-0.10042601	1.1013641	0.015159314	0.17899999	45.0	187.1618368625641
163	0.8093463	0.18470134	1.1508715	0.67870367	1.5487894	-0.474143	12.453526	0.8635898	0.41314462	1.4975239	-1.0003844	1312000	-1.4901161e-08	0.125357	-0.033456203	-0.08925565	1.0750287	0.015156688	0.1655	49.0	188.19803929328918
164	0.8040253	0.19597477	1.1362841	0.68889844	1.5452123	-0.42391524	12.279688	0.9514638	0.30166575	1.42492	-0.6462146	1320000	-5.5879354e-09	0.07911244	-0.037105653	-0.06129455	1.0862539	0.0145809995	0.20025	79.0	189.4197645187378
165	0.8128081	0.17436299	1.1641599	0.6681936	1.5836165	-0.36572617	12.21519	0.9386388	0.33388194	1.5069984	-0.7163062	1328000	-4.656613e-09	0.093408644	-0.028512314	-0.06872394	1.0591934	0.0154479975	0.150375	31.0	190.39734506607056
166	0.7806434	0.21935663	1.1040132	0.7110807	1.5497701	-0.42670724	11.944445	0.94477224	0.31922594	1.3850181	-0.6643069	1336000	-4.1909516e-09	0.081281975	-0.03783816	-0.05971225	1.0614761	0.012475951	0.176	79.0	191.57316327095032
167	0.765574	0.22784707	1.0738163	0.7259689	1.5373359	-0.43472743	12.067187	0.91303223	0.36914366	1.4416245	-0.6336967	1344000	-1.8626451e-09	0.114508964	-0.03411596	-0.08644879	1.0757897	0.015090154	0.159	53.0	192.62344670295715
168	0.7990155	0.1876792	1.1225297	0.7025906	1.5462847	-0.8194967	12.298742	0.9024957	0.36112297	1.3744199	-0.79372656	1352000	1.9790605e-09	0.11539533	-0.03170641	-0.088371396	1.0663509	0.015029979	0.163875	48.0	193.6846489906311
169	0.8407047	0.15929529	1.2011484	0.6276488	1.5437346	-0.64372855	12.800987	0.95073676	0.31206498	1.7726222	-0.87413555	1360000	-1.8626451e-08	0.10001339	-0.03427942	-0.071795255	1.0607643	0.015010379	0.168375	61.0	194.76297163963318
170	0.83109856	0.15501253	1.1762698	0.68009263	1.5389214	-0.9771812	12.819079	0.9008101	0.35800692	1.482225	-0.9352829	1368000	1.3038516e-08	0.11135488	-0.032891907	-0.079583295	1.056215	0.015372511	0.162875	43.0	195.80250334739685
171	0.7999793	0.18613178	1.1365011	0.68920845	1.5391482	-0.8499524	12.475962	0.9104583	0.3774014	1.6798824	-0.86451864	1376000	1.8626451e-08	0.11486015	-0.03685573	-0.078592375	1.0649899	0.015154999	0.192625	68.0	197.1765172481537
172	0.82094455	0.17170253	1.1644126	0.6771881	1.5446359	-0.49917197	12.532468	0.88074327	0.39218524	1.4345578	-1.2055783	1384000	-6.519258e-09	0.11423451	-0.0372984	-0.07942325	1.0402477	0.013561283	0.179375	79.0	198.5396285057068
173	0.83694655	0.16305347	1.2001683	0.6439834	1.5469042	-0.59275806	12.377389	0.97128797	0.3084577	1.6299825	-1.0088239	1392000	0.0	0.085282326	-0.03709628	-0.069515005	1.0267454	0.011541813	0.165375	79.0	199.8795223236084
174	0.80514264	0.18096852	1.1427768	0.69111466	1.5369619	-0.78898984	12.5	0.90971094	0.3836881	1.5471828	-1.0006263	1400000	-7.450581e-09	0.09753098	-0.03599049	-0.0664378	1.027736	0.012268415	0.1825	79.0	201.03860664367676
175	0.781728	0.21827196	1.1012027	0.7134312	1.539872	-0.38266858	11.765152	0.9207055	0.35818344	1.5641484	-0.9360866	1408000	3.7252903e-09	0.08701726	-0.033856634	-0.06700274	1.0036125	0.015180811	0.172625	56.0	202.1450321674347
176	0.7829515	0.21704856	1.1111459	0.70740956	1.5441878	-0.4635554	11.688622	0.9444116	0.33746132	1.6539451	-0.6355704	1416000	1.071021e-08	0.0951801	-0.03595698	-0.07091582	0.9830442	0.012402822	0.161625	79.0	203.28751516342163
177	0.787295	0.19954717	1.112557	0.70242125	1.5458105	-0.37565938	12.075	0.90998584	0.3742925	1.4972566	-0.7812548	1424000	1.8626451e-08	0.12861064	-0.0302351	-0.09681992	0.99524444	0.015004121	0.158375	44.0	204.3289759159088
178	0.7376865	0.24978213	1.0428053	0.73939013	1.5810276	-0.43666252	11.9861965	0.886016	0.37896267	1.4642334	-0.69702977	1432000	-4.4237822e-09	0.15829125	-0.036626413	-0.11203466	0.9904827	0.015043147	0.191625	62.0	205.41619753837585
179	0.70878613	0.2526591	0.99716735	0.768498	1.5585535	-0.942994	12.167702	0.82937574	0.41547066	1.5422204	-0.9497248	1440000	1.8626451e-09	0.16399224	-0.0425686	-0.119995676	1.0030885	0.015066429	0.20087501	77.0	206.58196353912354
180	0.7657542	0.21862078	1.0779531	0.7194668	1.589187	-0.4449729	12.00463	0.8338943	0.42429018	1.4573615	-1.1040624	1448000	-3.7252903e-09	0.12587517	-0.031802356	-0.08577353	0.9597919	0.015078445	0.16675	45.0	207.60690140724182
181	0.75739384	0.20846756	1.0553131	0.76057595	1.5555673	-0.7886003	12.559295	0.8841711	0.37713948	1.403396	-0.80120105	1456000	1.8626451e-09	0.18205778	-0.028844714	-0.14556679	1.0304785	0.015011987	0.178625	29.0	208.6116805076599
182	0.7607902	0.23352793	1.0532707	0.7469859	1.5492722	-0.8843584	11.86747	0.85005236	0.41894203	1.4702286	-1.0193402	1464000	-8.381903e-09	0.11700637	-0.0376727	-0.08296681	0.9838133	0.015151469	0.16475	73.0	209.727783203125
183	0.76633275	0.21269687	1.060847	0.7488182	1.5598092	-0.8147064	12.496774	0.89218575	0.38570303	1.5966733	-0.8210166	1472000	-7.450581e-09	0.10695466	-0.036026575	-0.07316064	0.9965826	0.014837851	0.171375	79.0	210.92149877548218
184	0.73676896	0.21571638	1.0254784	0.76811016	1.558297	-0.77084583	12.824013	0.824588	0.4515984	1.4317491	-1.1252203	1480000	3.7252903e-09	0.16559748	-0.012178693	-0.113210805	1.0191777	0.015435734	0.139	9.0	211.82036900520325
185	0.75948226	0.2214388	1.051791	0.7517908	1.5388944	-0.8982035	12.25	0.797193	0.45696253	1.4420481	-0.86780703	1488000	0.0	0.12198227	-0.036588065	-0.093364164	0.9954072	0.015216202	0.17225	59.0	212.9568169116974
186	0.7525533	0.24744675	1.0579486	0.73623747	1.5512886	-0.39201885	11.657576	0.89209634	0.35842165	1.532851	-0.69459134	1496000	0.0	0.11599655	-0.031801432	-0.081153914	0.9863379	0.015014855	0.15450001	44.0	214.00460004806519
187	0.7997441	0.19430347	1.130377	0.68812364	1.5494651	-0.5352553	12.349359	0.9129327	0.37416607	1.5336504	-0.66118	1504000	-7.450581e-09	0.10851144	-0.032736264	-0.061921984	0.9920229	0.015160615	0.169	46.0	215.0734474658966
188	0.80714285	0.19285715	1.1548023	0.66523576	1.552336	-0.40694463	11.98628	0.90480465	0.32727095	1.5539521	-1.444277	1512000	-3.7252903e-09	0.10733162	-0.027273623	-0.08089389	0.96996945	0.015228612	0.146875	30.0	216.0561385154724
189	0.8559969	0.13040015	1.2328379	0.6013827	1.5525357	-0.3215963	12.614379	0.95606184	0.29363576	1.4389691	-0.880793	1520000	-3.7252903e-09	0.080140345	-0.025649918	-0.048529144	0.9610033	0.015102394	0.14375001	36.0	217.09321761131287
190	0.8196267	0.17379434	1.1681862	0.66138065	1.5539267	-0.38723522	12.350319	0.9280217	0.35028967	1.6810087	-1.0153279	1528000	9.313226e-09	0.13184085	-0.026864093	-0.09130424	0.96858466	0.015089789	0.15975	34.0	218.07197666168213
191	0.7789303	0.20886734	1.0989635	0.71094966	1.5499357	-0.617812	12.1484375	0.9147395	0.32627937	1.4788549	-0.6113636	1536000	7.450581e-09	0.11862917	-0.035009574	-0.07957396	1.0124928	0.015023332	0.182125	66.0	219.20187187194824
192	0.81876326	0.16693941	1.1657386	0.66784346	1.5493443	-0.61653215	12.594771	0.8917028	0.3528281	1.5611652	-0.6867955	1544000	-9.313226e-09	0.09554654	-0.037428305	-0.06977939	0.9954692	0.015011261	0.16525	79.0	220.37889122962952
193	0.82353806	0.1566886	1.1891065	0.6462918	1.5530951	-0.34919015	12.736928	0.94921243	0.28827658	1.5353459	-0.809945	1552000	-2.0489097e-08	0.12730777	-0.023677927	-0.08314574	0.9685011	0.0151808355	0.1385	20.0	221.35065293312073
194	0.8539108	0.1325658	1.2211485	0.62906927	1.5450664	-0.6218882	12.728758	0.9121823	0.353402	1.4425411	-1.1835034	1560000	-3.7252903e-09	0.117110915	-0.025570214	-0.07729024	0.9690144	0.015081191	0.15037501	30.0	222.31181859970093
195	0.8063283	0.19367167	1.1610019	0.6716029	1.5530951	-0.41797897	12.029688	0.94377	0.30366144	1.7645446	-0.7511378	1568000	-9.313226e-09	0.10603608	-0.03695943	-0.06355842	0.9604382	0.014520495	0.18125	79.0	223.49369716644287
196	0.85611945	0.14388055	1.235647	0.6025786	1.553811	-0.39982325	12.326433	0.93160254	0.33453327	1.5229685	-0.773698	1576000	9.313226e-10	0.08600706	-0.030456528	-0.06441257	0.9268075	0.015121446	0.154375	42.0	224.49857020378113
197	0.8465696	0.15343046	1.2167782	0.6215056	1.553263	-0.3666164	12.292722	0.94241166	0.31146377	1.4223495	-0.8247956	1584000	0.0	0.08890696	-0.03564418	-0.0699581	0.9490886	0.015033122	0.17162502	67.0	225.65216755867004
198	0.8062671	0.18715397	1.1637223	0.6731265	1.586383	-0.4375762	12.13125	0.9693369	0.2837528	1.4927949	-0.925526	1592000	-7.450581e-09	0.134185	-0.031063676	-0.10086829	0.94519544	0.015006214	0.15975	49.0	226.6860694885254
199	0.8390612	0.15435986	1.2069095	0.63436645	1.5469468	-0.4533691	12.329114	0.9134619	0.3299453	1.6350163	-0.7974807	1600000	2.7939677e-09	0.09037609	-0.028947458	-0.06956663	0.94806015	0.015056174	0.155375	32.0	227.9273111820221
200	0.7891234	0.21087664	1.1255957	0.70035416	1.5532262	-0.52101576	11.84394	0.9321132	0.34309632	1.515683	-1.297156	1608000	5.5879354e-09	0.10548345	-0.03825242	-0.06655573	0.93767256	0.014587	0.17862499	79.0	229.37090706825256
201	0.7662836	0.22746639	1.0952975	0.7090956	1.5625356	-0.40395656	11.724242	0.92064774	0.36552882	1.5298992	-1.1767261	1616000	-1.4901161e-08	0.09820591	-0.030994926	-0.07222215	0.9405497	0.015062895	0.15024999	41.0	230.38048338890076
202	0.71402633	0.27347368	0.98988754	0.7878765	1.5641878	-0.7234273	11.495588	0.8743607	0.40249497	1.5007192	-0.73646545	1624000	1.4901161e-08	0.14400098	-0.041201442	-0.108525224	0.95377123	0.013847832	0.181125	79.0	231.6315369606018
203	0.7463631	0.24074009	1.052607	0.7402373	1.5413785	-0.40494752	11.855183	0.8537285	0.4138465	1.5062188	-1.2529296	1632000	-1.3969839e-08	0.15870681	-0.03344541	-0.12688774	0.9490503	0.015062319	0.164	57.0	232.70390462875366
204	0.7520386	0.22708507	1.0582157	0.73705584	1.589187	-0.48557806	11.976708	0.86637247	0.41639602	1.9960556	-1.125942	1640000	-1.3504177e-08	0.1657129	-0.027248688	-0.10591197	0.9529402	0.015086571	0.152625	32.0	233.7886140346527
205	0.7783626	0.18834065	1.0954356	0.73157436	1.5409964	-0.77142495	12.583333	0.84811866	0.3951741	1.7708037	-0.69112426	1648000	-7.450581e-09	0.1564103	-0.036107425	-0.12334679	0.99433434	0.015034341	0.175625	56.0	234.85507130622864
206	0.73488694	0.24563731	1.0210112	0.76370376	1.5473392	-0.8519794	12.059375	0.8710329	0.37665725	1.5707908	-0.8056953	1656000	-3.7252903e-09	0.13993677	-0.030307647	-0.11116978	0.9565848	0.015055456	0.148875	37.0	236.12301754951477
207	0.78209066	0.19813597	1.1002395	0.70832366	1.5521842	-0.76604366	12.558441	0.7893351	0.4748586	1.5330578	-0.8102757	1664000	-2.4214387e-08	0.11414439	-0.029531583	-0.08327763	0.95153123	0.015047342	0.15349999	41.0	237.1269040107727
