Epoch	SuccessRate	CollRate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
45	0.66571695	0.28578433	0.8595337	0.7741411	1.5215586	-0.61440116	15.397637	0.73207957	0.3208781	1.4224799	-0.42620772	368000	-3.7252903e-09	0.21434039	-0.027666423	-0.12918204	1.9197536	0.015184839	0.16600001	39.0	51.5960214138031
46	0.64227676	0.33515382	0.82996416	0.7943712	1.5074117	-0.48437104	13.908274	0.66762966	0.34804344	1.308402	-0.46125793	376000	-5.5879354e-09	0.19148111	-0.034251217	-0.104279816	1.8656175	0.015078965	0.194	66.0	52.68461346626282
47	0.6953689	0.28200036	0.9159559	0.76546663	1.5428673	-0.47904336	14.018116	0.7163927	0.32591298	1.4988577	-0.47281936	384000	9.313226e-09	0.17618689	-0.028591838	-0.109954774	1.8072236	0.015064145	0.174875	43.0	53.73047351837158
48	0.73725885	0.2194908	1.0000006	0.7135446	1.5406721	-0.44476518	14.891473	0.746575	0.35886842	1.4963759	-0.785253	392000	-3.7252903e-09	0.15722796	-0.036509626	-0.08324305	1.818914	0.014271368	0.216625	79.0	54.86840295791626
49	0.76265264	0.22999442	1.0504586	0.7034007	1.5282263	-0.36074176	13.510489	0.806593	0.31326112	1.4108061	-0.5111451	400000	7.450581e-09	0.07375325	-0.03079443	-0.037401	1.7507192	0.015014038	0.18200001	57.0	55.969292640686035
50	0.69260323	0.27006018	0.9251652	0.77508795	1.5380542	-0.49758646	13.388889	0.8695022	0.3175986	1.5438714	-0.27475074	408000	1.8626451e-08	0.18000746	-0.03638627	-0.11034078	1.7473395	0.0145109985	0.21425	79.0	57.111713886260986
51	0.6833192	0.3088683	0.9103119	0.775888	1.5376316	-0.5176495	12.923333	0.8317555	0.30451238	1.4896234	-0.5087925	416000	2.7939677e-09	0.13798437	-0.034343924	-0.07766021	1.7258527	0.013276245	0.195375	79.0	58.28831720352173
52	0.73754895	0.20321274	1.003495	0.7197921	1.5389212	-0.48044658	14.657895	0.7918221	0.34630558	1.4488076	-0.5709867	424000	-1.4901161e-08	0.18157953	-0.026578281	-0.10775451	1.7201862	0.015079999	0.152875	34.0	59.291977882385254
53	0.76460373	0.2046058	1.0615857	0.6772803	1.5141281	-0.5323507	14.415414	0.77011436	0.35055527	1.6017531	-0.4875577	432000	-5.5879354e-09	0.18716913	-0.031655855	-0.1105975	1.6755389	0.0151223205	0.19174999	52.0	60.37290573120117
54	0.6806835	0.29329312	0.8916587	0.7852892	1.5142124	-0.4261485	12.968333	0.80238324	0.28475708	1.6485001	-0.39528462	440000	1.8626451e-09	0.1822089	-0.03674928	-0.10032351	1.701688	0.0127770305	0.19975	79.0	61.63174653053284
55	0.73677224	0.23197776	0.99722755	0.74200535	1.5258894	-0.56037533	14.0127735	0.77433753	0.31851375	1.4843978	-0.37379968	448000	-3.7252903e-09	0.1556974	-0.038323373	-0.09056221	1.6801034	0.014832631	0.20525	79.0	62.78767967224121
56	0.6804712	0.303383	0.89805895	0.779614	1.5122643	-0.70949817	14.131481	0.70836204	0.42345974	1.4875662	-0.83760107	456000	9.313226e-10	0.19657049	-0.036643397	-0.13597274	1.7039893	0.014914993	0.224	79.0	64.0376808643341
57	0.6395527	0.33185256	0.81461424	0.7922547	1.4934673	-0.5786548	13.98913	0.76645845	0.33358797	1.3858435	-0.524847	464000	3.7252903e-09	0.18358746	-0.034449603	-0.12175982	1.7268859	0.015099845	0.21437499	55.0	65.09495425224304
58	0.6659266	0.30648756	0.8833765	0.78281903	1.5097961	-0.44717628	13.173986	0.72379994	0.3634663	1.4325111	-0.67151296	472000	-1.3038516e-08	0.19201158	-0.035520107	-0.13105829	1.6351442	0.011720041	0.18737501	79.0	66.31245493888855
59	0.6257423	0.33349705	0.8223265	0.8026542	1.5181301	-0.6703338	12.804636	0.7527611	0.38562626	1.618219	-0.4051605	480000	-3.7252903e-09	0.22827047	-0.036584575	-0.1324783	1.624212	0.015092342	0.20975	78.0	67.44214987754822
60	0.7334064	0.24437135	0.9860528	0.7592065	1.5413764	-0.5292303	13.642606	0.79027325	0.33966643	1.4625844	-0.58689696	488000	-9.313226e-09	0.15718028	-0.037774004	-0.10263296	1.5829237	0.012438317	0.18325	79.0	68.63524913787842
61	0.5798553	0.35997623	0.7182553	0.860523	1.5379512	-0.73453915	12.861842	0.7324038	0.38292232	1.5082476	-0.5968541	496000	1.1175871e-08	0.2607382	-0.03195688	-0.18382125	1.677629	0.015025125	0.18162501	46.0	69.65723967552185
62	0.69923675	0.27196205	0.92111486	0.7880503	1.5361742	-0.53149873	13.566434	0.75161815	0.40598696	1.5032976	-0.6030185	504000	0.0	0.14373992	-0.03631604	-0.081569776	1.5777329	0.015085882	0.17925	73.0	70.81899881362915
63	0.78010356	0.14783765	1.0846745	0.6984294	1.5427245	-0.58921427	15.112403	0.80934095	0.39679876	1.5243162	-0.8498037	512000	0.0	0.1486025	-0.038019866	-0.082642086	1.5577214	0.014945756	0.206	79.0	71.96308851242065
64	0.7114917	0.25256062	0.9506009	0.76659006	1.5293812	-0.49322245	13.804964	0.77765864	0.36609358	1.4750203	-0.63521415	520000	-6.519258e-09	0.17331	-0.035241447	-0.08909422	1.5736871	0.015029275	0.21325	64.0	73.09151697158813
65	0.74613094	0.23824406	0.99837154	0.7482199	1.5332263	-0.5055558	13.675532	0.7876243	0.35732844	1.5130415	-0.45820266	528000	-7.450581e-09	0.13369119	-0.039246567	-0.08157687	1.5581872	0.015034662	0.206	72.0	74.19584631919861
66	0.7060085	0.28704703	0.946917	0.75808144	1.5522642	-0.42652446	12.881667	0.8546661	0.32004306	1.5214934	-0.5182891	536000	2.0489097e-08	0.14240256	-0.035909936	-0.08099584	1.5146583	0.010801821	0.19174999	79.0	75.40505194664001
67	0.71311396	0.27295417	0.9602958	0.7550045	1.5498593	-0.3861407	12.9366665	0.82475495	0.33498296	1.3362379	-0.8038615	544000	-3.7252903e-09	0.13732594	-0.036844995	-0.07804337	1.5080649	0.01347554	0.18637499	79.0	76.63505959510803
68	0.69510233	0.28475878	0.94929665	0.7655558	1.5184828	-0.5056927	12.89404	0.8083948	0.32624048	1.4166589	-0.50711006	552000	-7.450581e-09	0.17767844	-0.037104636	-0.11106509	1.541026	0.012545262	0.19799998	79.0	77.76711440086365
69	0.7276729	0.2370228	1.0018044	0.7364791	1.5499761	-0.46970147	12.971854	0.8394691	0.33729473	1.560412	-0.6216142	560000	4.656613e-09	0.18962607	-0.026037276	-0.12244357	1.5249923	0.015173312	0.17275	26.0	78.82472801208496
70	0.74956036	0.15781888	1.0272642	0.7475549	1.5422947	-0.82105374	15.228516	0.7869467	0.37995413	1.5100425	-0.5224467	568000	-3.7252903e-09	0.17467374	-0.03630182	-0.108611256	1.5447537	0.011240186	0.195125	79.0	79.96925926208496
71	0.73228943	0.26076612	0.99850184	0.74318975	1.5296255	-0.5417978	12.759804	0.80732936	0.3206955	1.55648	-0.6558756	576000	3.7252903e-09	0.1663219	-0.029199788	-0.09971509	1.4869003	0.0151048135	0.15474999	35.0	81.04238390922546
72	0.7056854	0.28181463	0.9700868	0.7599656	1.5508014	-0.4325353	12.508013	0.78404725	0.40685815	1.4856126	-0.7108608	584000	0.0	0.1625933	-0.03472475	-0.103156306	1.4929293	0.015071588	0.18237501	71.0	82.15331673622131
73	0.70788914	0.277405	0.9674842	0.77061194	1.5351223	-0.7947509	12.540064	0.78123206	0.38932142	1.5625437	-0.9397442	592000	-1.8626451e-09	0.15856345	-0.03455276	-0.11421333	1.4821305	0.015046885	0.18275	63.0	83.32572436332703
74	0.7447003	0.24872077	1.0422317	0.72464424	1.5366964	-0.5503269	12.533654	0.8827158	0.3327544	1.6564146	-0.49526936	600000	-7.450581e-09	0.09819794	-0.029204184	-0.052276693	1.4668746	0.015089242	0.1655	33.0	84.31519722938538
75	0.7682985	0.2119281	1.0809346	0.7050264	1.5372235	-0.51309437	12.954698	0.8728996	0.32724926	1.5089077	-0.67708546	608000	3.7252903e-09	0.121166274	-0.037324138	-0.07496626	1.4765618	0.015044623	0.19675	75.0	85.52021837234497
76	0.73482144	0.2651786	1.0083824	0.7548843	1.5348092	-0.5780821	12.4145565	0.8664266	0.3040214	1.4350344	-0.9912214	616000	3.7252903e-09	0.114224076	-0.037706666	-0.07857382	1.4620917	0.0114287175	0.195375	79.0	86.65840721130371
77	0.7438102	0.24924535	1.0120815	0.7467225	1.5263067	-0.5125836	12.981788	0.8376883	0.3836241	1.584706	-0.91233754	624000	-3.7252903e-09	0.09178458	-0.03684382	-0.056768734	1.4733208	0.015017014	0.178375	62.0	87.79931163787842
78	0.7591922	0.21910636	1.0542635	0.7277221	1.5245376	-0.7276951	12.996622	0.8757565	0.3414762	1.4917896	-0.74564976	632000	-3.7252903e-09	0.0943855	-0.04018277	-0.059451774	1.4444184	0.013073772	0.196375	79.0	88.94774270057678
79	0.8501935	0.13587461	1.2031093	0.61883694	1.5326633	-0.43007416	13.655595	0.8871298	0.32756597	1.4980893	-1.0211799	640000	4.656613e-09	0.106054276	-0.03831762	-0.063075066	1.3898509	0.01315897	0.188375	79.0	90.14137101173401
80	0.731109	0.25635967	1.011849	0.7595888	1.5413197	-0.76665866	12.29088	0.88726133	0.3269882	1.4671407	-0.52118695	648000	-5.5879354e-09	0.14125074	-0.03930895	-0.09350079	1.4075607	0.014115782	0.212	79.0	91.3376235961914
81	0.75942457	0.21302605	1.0600145	0.71531403	1.543934	-0.50313944	13.10473	0.8469153	0.40204623	1.4662645	-0.9507307	656000	-1.1175871e-08	0.18971223	-0.031612158	-0.1299108	1.3996685	0.015209772	0.18387501	43.0	92.38034987449646
82	0.810514	0.17478016	1.1228992	0.6864986	1.5274674	-0.78882915	13.790493	0.8436147	0.344671	1.7609413	-0.62373793	664000	3.7252903e-09	0.17003348	-0.0320789	-0.110747226	1.3996818	0.015253674	0.167125	56.0	93.4402379989624
83	0.7238046	0.24911204	0.98370796	0.75076777	1.5144684	-0.4098673	13.194257	0.8766358	0.3106392	1.4767808	-0.5122458	672000	9.313226e-09	0.16835843	-0.036811456	-0.11462272	1.424052	0.01500784	0.193625	73.0	94.60103869438171
84	0.82715803	0.16502947	1.1601691	0.6664753	1.5353998	-0.9079505	13.550347	0.8120138	0.39858773	1.5815339	-0.5052779	680000	2.3283064e-09	0.1315454	-0.035563942	-0.08908167	1.3638732	0.015000328	0.17675	76.0	95.88716053962708
85	0.7229854	0.25531325	0.9876261	0.7576167	1.5126569	-0.4022485	13.142858	0.90026623	0.3238122	1.4187741	-0.6650622	688000	-7.450581e-09	0.16518933	-0.022999004	-0.1030617	1.3976736	0.015106214	0.165375	21.0	96.87665677070618
86	0.735194	0.25855595	0.9987503	0.7574378	1.5289466	-0.44224054	12.524194	0.7753341	0.40602952	1.4169885	-0.60930526	696000	-4.1909516e-09	0.16708854	-0.037919685	-0.113773376	1.4056735	0.01221462	0.188375	79.0	98.11921238899231
87	0.6625549	0.32384217	0.8575619	0.8218484	1.533263	-0.42530426	12.227848	0.78417003	0.41379675	1.6728506	-0.5686761	704000	6.519258e-09	0.1464522	-0.034641333	-0.07244267	1.4537141	0.015107316	0.194875	53.0	99.16945147514343
88	0.69719887	0.2965511	0.94113195	0.8031724	1.5288944	-0.7335981	12.0859375	0.8612891	0.34397128	1.5406827	-0.5797062	712000	-1.8626451e-09	0.16153947	-0.034322128	-0.11253902	1.4128213	0.0151601415	0.165375	53.0	100.33577108383179
89	0.75108606	0.24891396	1.0402082	0.73297995	1.5271014	-0.4858016	12.402244	0.8288063	0.42600894	1.6016932	-1.2873213	720000	1.1175871e-08	0.10933482	-0.0409232	-0.07463728	1.3758376	0.013660906	0.199875	79.0	101.47274923324585
90	0.6853918	0.31460825	0.9172569	0.79319984	1.5544279	-0.46259934	11.805723	0.8467244	0.37180632	1.6230292	-0.6322634	728000	1.0244548e-08	0.120517835	-0.03760636	-0.07498707	1.4089975	0.012013918	0.21037501	79.0	102.68298888206482
91	0.6814129	0.31200814	0.91157246	0.80125165	1.5440252	-0.502365	11.763555	0.8722076	0.36564386	1.6675587	-0.46035546	736000	-5.5879354e-09	0.15742786	-0.03864248	-0.10269258	1.4271309	0.015013432	0.203125	69.0	103.79032182693481
92	0.7176848	0.27606517	0.99532056	0.75036633	1.5350612	-0.3753501	12.198113	0.8363232	0.36140472	1.7313248	-0.6698464	744000	6.519258e-09	0.1598734	-0.037970014	-0.11454046	1.3626151	0.012723003	0.172625	79.0	104.9700083732605
93	0.8040153	0.19598475	1.1286405	0.67412543	1.5268587	-0.39679918	12.839404	0.8546205	0.39704603	1.754063	-1.0170381	752000	7.450581e-09	0.14783847	-0.02152108	-0.1127207	1.3547835	0.01501465	0.15275	23.0	105.91782093048096
94	0.7766273	0.19316438	1.0834441	0.7093169	1.5433255	-0.7742734	12.978188	0.9292439	0.273807	1.3913869	-0.54338914	760000	3.7252903e-09	0.17092744	-0.027584966	-0.119151145	1.3878906	0.015060382	0.18062499	30.0	106.91262793540955
95	0.85346204	0.11459355	1.1880713	0.65337527	1.5459872	-0.84881276	14.356343	0.81395155	0.4016755	1.4742657	-0.7870302	768000	3.259629e-09	0.11054794	-0.032769635	-0.0656154	1.3733383	0.015007855	0.167	52.0	107.94802331924438
96	0.80190057	0.18282163	1.1253457	0.6784008	1.5329512	-0.76136214	13.443104	0.9118518	0.2842458	1.4989455	-0.6594707	776000	-1.1175871e-08	0.11031543	-0.03316229	-0.069331564	1.3280544	0.015040904	0.176	49.0	109.0361487865448
97	0.71688074	0.28311926	0.9821985	0.76445794	1.5311272	-0.42968634	12.300632	0.88370186	0.32331124	1.639756	-0.7415881	784000	-1.8626451e-09	0.14731865	-0.035342626	-0.08388817	1.3439283	0.015117139	0.19212501	67.0	110.18054389953613
98	0.7790113	0.20623173	1.0886481	0.71617514	1.5376633	-0.81045055	12.989933	0.84862095	0.3479562	1.6629295	-0.46947172	792000	-5.5879354e-09	0.103861414	-0.036098696	-0.067789875	1.324189	0.01042072	0.171875	79.0	111.39024686813354
99	0.7560257	0.20867	1.0570407	0.72868174	1.530548	-0.44071513	12.946667	0.8859278	0.33444002	1.5041069	-0.5851793	800000	9.313226e-09	0.14720246	-0.037376784	-0.10039525	1.316376	0.014218067	0.186625	79.0	112.54189538955688
100	0.8245523	0.15374634	1.1735443	0.6473267	1.5373566	-0.42332703	13.20548	0.8799857	0.33287627	1.6029189	-0.43497187	808000	0.0	0.10827599	-0.036217358	-0.06805374	1.2921805	0.011669416	0.1695	79.0	113.72526717185974
101	0.7637925	0.23620747	1.0501051	0.76152074	1.528934	-0.9945628	12.561291	0.8958929	0.34763625	1.548098	-0.5457404	816000	3.7252903e-09	0.13451171	-0.0382313	-0.08720201	1.2897677	0.013105012	0.20025	79.0	114.9019627571106
102	0.7824875	0.21751255	1.08419	0.7381814	1.5350664	-0.8215756	12.850993	0.8717882	0.3654801	1.4849405	-0.96536696	824000	-5.5879354e-09	0.11650726	-0.036452673	-0.076704636	1.2902741	0.011150232	0.18149999	79.0	116.08877205848694
103	0.8164123	0.16790137	1.1466737	0.6675826	1.5302671	-0.42431816	12.962585	0.8795193	0.35683298	1.5228556	-0.6546931	832000	4.1909516e-09	0.09673111	-0.034716588	-0.050540343	1.267869	0.015082812	0.16775	69.0	117.29959344863892
104	0.8566115	0.13557595	1.2159877	0.6186898	1.5278257	-0.7208802	13.260204	0.884846	0.3239252	1.4253381	-0.9031643	840000	3.7252903e-09	0.13823177	-0.037559662	-0.09443198	1.2649024	0.013596006	0.18037501	79.0	118.43954944610596
105	0.7751775	0.21857247	1.0816134	0.72077394	1.5429809	-0.4862233	12.303798	0.91476333	0.3052868	1.547415	-0.79514456	848000	9.313226e-09	0.09660688	-0.0345696	-0.049656574	1.2754548	0.011647295	0.167875	79.0	119.66771626472473
