Iteration	AverageLoss	StdLoss	MaxLoss	MinLoss	RewardLoss	StateLoss	Reward	EnvInteractions	Time
638.0	1.0650643	0.42809543	2.5159478	0.7341313	0.020223884	1.0630418	0.027906634	2604	2.034194231033325
663.0	1.1328562	0.32440847	2.2124536	0.8398796	0.010247022	1.1318316	0.010017458	2704	2.1106064319610596
688.0	1.8893247	0.33090684	2.541741	1.2598776	0.030205267	1.886304	0.037386607	2804	2.187178611755371
713.0	1.2099732	0.19897524	1.7267582	0.97914547	0.020186218	1.2079546	0.029354915	2904	2.2636802196502686
738.0	1.1868294	0.25208086	1.9685141	0.9378669	0.020262875	1.1848031	0.024558397	3004	2.340923547744751
763.0	1.1312748	0.19430031	1.7292696	0.9624836	0.010275909	1.1302472	0.011372439	3104	2.4182889461517334
788.0	1.5353491	0.33871192	2.216164	1.084364	0.03024224	1.5323248	0.034009315	3204	2.4949424266815186
813.0	1.1317664	0.16531615	1.5010387	0.93973595	0.0101494705	1.1307515	0.015058976	3304	2.5727336406707764
838.0	1.2652942	0.4238846	2.3909838	0.8250474	0.030153584	1.2622788	0.038008057	3404	2.6528098583221436
863.0	1.1537437	0.32811323	2.0479908	0.7981277	0.010165854	1.1527271	0.014635668	3504	2.731912612915039
888.0	1.6415176	0.5842301	3.039004	0.9552126	0.030157447	1.6385019	0.03607708	3604	2.8108973503112793
913.0	1.1119602	0.50318277	2.7218454	0.5809433	0.010816317	1.1108785	0.0084100505	3704	2.888418674468994
938.0	1.4047428	0.44561765	2.6097102	0.9004853	0.020177372	1.4027252	0.02530271	3804	3.011474609375
963.0	1.7673756	0.5614532	3.6024938	1.1569753	0.02018845	1.7653569	0.027155537	3904	3.133725881576538
988.0	1.1664549	0.3768373	1.9898355	0.6519763	0.020209933	1.164434	0.027317943	4004	3.209580421447754
1013.0	1.0196483	0.5476915	2.4042938	0.4844483	0.020907199	1.0175577	0.018972464	4104	3.286790370941162
1038.0	0.6178139	0.52329177	2.5230207	0.38620424	0.020233106	0.61579055	0.021188758	4204	3.3680989742279053
1063.0	1.4037389	0.41647053	2.2085526	0.85230035	0.020239092	1.401715	0.023569634	4304	3.4452121257781982
1088.0	0.89289916	0.19206879	1.3246013	0.5761068	0.010211909	0.89187795	0.016096113	4404	3.526224374771118
1113.0	1.2797569	0.44897947	2.1956306	0.5983444	0.030185055	1.2767383	0.03696212	4504	3.6038758754730225
1138.0	0.7105839	0.21320337	1.4740943	0.5198969	0.010808715	0.7095031	0.013476867	4604	3.6795144081115723
1163.0	0.9403243	0.30409014	2.0289085	0.6536682	0.02020232	0.9383042	0.02710212	4704	3.7554283142089844
1188.0	1.00316	0.43351823	2.8807123	0.6927436	0.020196708	1.0011405	0.027198456	4804	3.832164764404297
1213.0	0.9496604	0.4588056	2.2260425	0.32597035	0.030820472	0.94657844	0.03170518	4904	3.9097530841827393
1238.0	0.9006195	0.46052453	2.4609065	0.3315875	0.010850627	0.8995344	0.01058455	5004	3.9860427379608154
1263.0	1.0762756	0.44833022	2.1252704	0.63104546	0.0114605175	1.0751296	0.0073947106	5104	4.060894727706909
1288.0	1.2089115	0.33195317	2.1355305	0.7751206	0.020185	1.2068932	0.025674755	5204	4.137289762496948
1313.0	1.2579415	0.2772388	1.9235303	0.8961755	0.02022546	1.255919	0.024872411	5304	4.214101791381836
1338.0	0.9429182	0.28633058	1.5377276	0.52699864	0.020832991	0.9408349	0.019692827	5404	4.338616847991943
1363.0	0.88174325	0.39828318	2.1258428	0.45657742	0.012120033	0.88053125	0.0014272439	5504	4.415981292724609
1388.0	0.7637582	0.36234015	1.7359726	0.4557277	0.0021136461	0.7635468	-0.009718716	5604	4.49309778213501
1413.0	1.1515651	0.48754305	2.2919154	0.587174	0.01205125	1.1503599	0.004986307	5704	4.616178750991821
1438.0	0.8616391	0.31727868	2.1133676	0.52042973	0.010272155	0.86061186	0.01293887	5804	4.691125392913818
1463.0	1.4526509	0.48213577	2.986307	0.9789248	0.020206518	1.4506303	0.026392939	5904	4.768991708755493
1488.0	1.3287225	0.49155626	2.4634821	0.780888	0.02024819	1.3266977	0.02591941	6004	4.84493350982666
1513.0	1.2813679	0.5300602	2.4400792	0.72202015	0.030241573	1.2783437	0.036444325	6104	4.919158458709717
1538.0	0.7089621	0.19226646	1.5180296	0.5666759	0.010846909	0.7078774	0.010950477	6204	4.994356632232666
1563.0	0.69812727	0.30846938	1.6609797	0.447581	0.020240389	0.6961032	0.025540352	6304	5.077364683151245
1588.0	0.82923394	0.24694566	1.5728084	0.51768655	0.03023092	0.8262109	0.0357407	6404	5.1535964012146
1613.0	0.93636054	0.2873431	1.7601444	0.5342614	0.021437611	0.93421686	0.022754617	6504	5.229183673858643
1638.0	0.6784775	0.21631299	1.2828828	0.42413476	0.010796052	0.67739797	0.009871045	6604	5.305068731307983
1663.0	1.0063473	0.36141825	2.234133	0.5239675	0.030182173	1.003329	0.036771532	6704	5.383245468139648
1688.0	0.8926869	0.23039335	1.5665942	0.54093814	0.010175843	0.8916694	0.016731337	6804	5.464712381362915
1713.0	1.1502719	0.29254594	1.8911197	0.7362131	0.030157575	1.1472561	0.035551116	6904	5.541961669921875
1738.0	0.9247023	0.3958034	2.3107288	0.708255	0.02074647	0.9226277	0.024011014	7004	5.618484258651733
1763.0	0.61493576	0.24843201	1.683109	0.37227014	0.010254277	0.6139103	0.011098069	7104	5.693463087081909
1788.0	1.5054538	0.48776698	2.7420654	0.7874993	0.030223923	1.5024315	0.036361933	7204	5.7680675983428955
1813.0	0.9663437	0.22016387	1.728831	0.6595312	0.010232116	0.9653204	0.013401395	7304	5.842517614364624
1838.0	1.6641258	0.40071797	2.9745593	1.032819	0.02018534	1.6621071	0.027904842	7404	5.919410943984985
1863.0	1.0023873	0.40125692	2.416626	0.66229457	0.020136911	1.0003736	0.021798361	7504	5.995620489120483
1888.0	1.1231503	0.35648754	1.9947966	0.6391597	0.010161699	1.1221342	0.015430286	7604	6.072242259979248
1913.0	1.2135769	0.45808333	2.2860634	0.55916446	0.030212028	1.2105557	0.034262396	7704	6.14981484413147
1938.0	1.3243424	0.50747085	2.9679422	0.621655	0.020211495	1.3223212	0.02803892	7804	6.225766181945801
1963.0	1.2101954	0.6161331	3.438715	0.7682794	0.021475943	1.2080477	0.020282049	7904	6.3038506507873535
1988.0	0.85899734	0.41628733	2.2255037	0.46263635	0.01085938	0.85791147	0.006411699	8004	6.380105018615723
2013.0	1.5294436	0.5802038	2.8289094	0.6047369	0.010851286	1.5283585	0.012345178	8104	6.456886291503906
2038.0	1.3220989	0.34602514	2.2274265	0.8451266	0.02028755	1.32007	0.019880459	8204	6.533367395401001
2063.0	1.4475157	0.3582269	2.4545865	0.8999545	0.010295811	1.446486	0.015132414	8304	6.611440181732178
2088.0	0.98944336	0.4765319	2.4877598	0.6560615	0.020214308	0.9874219	0.022841362	8404	6.690501928329468
2113.0	1.2254905	0.39512715	2.3827631	0.7151289	0.020205215	1.22347	0.026382742	8504	6.7668797969818115
2138.0	1.0816045	0.57446796	2.5215938	0.5354419	0.020173062	1.0795872	0.021942366	8604	6.84169602394104
2163.0	0.8708715	0.27463752	1.8054335	0.5680465	0.0102585545	0.86984575	0.010894204	8704	6.9156458377838135
2188.0	1.1779081	0.367845	2.425235	0.8107069	0.020226529	1.1758854	0.023455549	8804	6.992126941680908
2213.0	0.84893125	0.45181212	2.142362	0.46334466	0.020222059	0.8469091	0.023091473	8904	7.068864822387695
2238.0	1.4188318	0.61183715	2.9832323	0.69413215	0.020197691	1.416812	0.027447456	9004	7.146201133728027
2263.0	0.93379354	0.48465022	2.3198676	0.38845757	0.020194368	0.93177414	0.027131848	9104	7.222701787948608
2288.0	1.6682396	0.69795626	3.0204735	0.67748153	0.030184917	1.6652211	0.037298337	9204	7.299875259399414
2313.0	1.1445107	0.39128363	2.1980011	0.7742178	0.01152793	1.1433581	0.0026324221	9304	7.37853741645813
2338.0	0.7399978	0.48125568	2.0057638	0.3209805	0.010821838	0.73891556	0.004081049	9404	7.4589104652404785
2363.0	1.0686706	0.4928869	2.5603943	0.41268256	0.010848068	1.0675858	0.009139901	9504	7.539893865585327
2388.0	0.94280756	0.45943296	2.2899148	0.46415144	0.020194285	0.94078803	0.022681637	9604	7.616125822067261
2413.0	1.2495102	0.42047587	2.5219247	0.6800954	0.010209551	1.248489	0.015417513	9704	7.693063020706177
2438.0	1.1664833	0.39994913	2.0834022	0.6554487	0.020320123	1.1644512	0.023005504	9804	7.771139860153198
2463.0	1.2301837	0.3686363	1.8038462	0.68766546	0.02023158	1.2281605	0.023783445	9904	7.850011110305786
2488.0	1.0702537	0.36004668	2.1152654	0.5839199	0.020202586	1.0682335	0.023321576	10004	7.929711580276489
2513.0	0.95270026	0.30891833	1.9400744	0.59071505	0.010168799	0.95168334	0.01546176	10104	8.006916999816895
2538.0	1.2774942	0.53582627	2.6979039	0.5862972	0.030154992	1.2744788	0.035921022	10204	8.08423638343811
2563.0	0.9592849	0.22815998	1.4115505	0.6471862	0.010167223	0.9582683	0.019355327	10304	8.159512758255005
2588.0	0.9490807	0.7417824	3.7348075	0.47742456	0.030150406	0.94606566	0.033770327	10404	8.237495183944702
2613.0	1.1222296	0.6527047	3.2937865	0.55386645	0.02021362	1.1202083	0.026350092	10504	8.314931869506836
2638.0	1.3111279	0.5363163	2.4092963	0.6895838	0.020214027	1.3091065	0.021842385	10604	8.393629312515259
2663.0	1.3668132	0.4021201	2.2004726	0.75788695	0.010191151	1.3657941	0.01944953	10704	8.46860671043396
2688.0	0.9156391	0.5427897	2.3429897	0.5227434	0.030147852	0.9126243	0.034655336	10804	8.545732975006104
2713.0	1.203652	0.60023975	3.0307424	0.61755675	0.020178307	1.2016343	0.028572757	10904	8.620798826217651
2738.0	1.0189521	0.4339504	2.4614794	0.63654566	0.02017608	1.0169345	0.024381513	11004	8.697351455688477
2763.0	1.5100347	0.42415473	2.4397123	0.8219023	0.040197507	1.5060147	0.048361756	11104	8.772905349731445
2788.0	0.7370205	0.2600547	1.8671265	0.5623392	0.010125702	0.7360079	0.016323544	11204	8.848997831344604
2813.0	1.4049149	0.5525156	2.8458495	0.67419076	0.03012714	1.4019023	0.03837299	11304	8.926559448242188
2838.0	0.80828583	0.28494486	1.8079616	0.5312309	0.010238111	0.80726194	0.01335184	11404	9.004300594329834
2863.0	1.6336566	0.517108	2.735894	0.6540901	0.030205019	1.6306363	0.035541836	11504	9.085355758666992
2888.0	0.9426979	0.30405724	2.112939	0.633986	0.010209526	0.9416769	0.0105223395	11604	9.161023139953613
2913.0	1.3299692	0.3145094	2.3612888	0.95831174	0.010187428	1.3289505	0.016195998	11704	9.237331867218018
2938.0	0.8672006	0.5595049	2.8085237	0.52599573	0.020167973	0.8651839	0.021223636	11804	9.314929723739624
2963.0	1.1439284	0.5938866	3.2714913	0.32799062	0.021385781	1.1417899	0.017171593	11904	9.39092755317688
2988.0	1.2260374	0.49249372	1.9926373	0.35129076	0.0014008018	1.2258972	0.0005987562	12004	9.46394968032837
3013.0	1.106713	0.5510778	2.6966608	0.54801846	0.020202465	1.1046928	0.025092494	12104	9.539799213409424
3038.0	1.3477479	0.572035	2.7483394	0.67063	0.020212064	1.3457267	0.025332943	12204	9.620769262313843
3063.0	1.4238678	0.6687776	3.2176685	0.7803562	0.020186491	1.421849	0.025791792	12304	9.700852155685425
3088.0	1.4710968	0.6700179	3.0886192	0.90308964	0.020751975	1.4690216	0.021592759	12404	9.778616666793823
3113.0	1.1233321	0.4334946	1.9659297	0.60815966	0.010806293	1.1222516	0.012158065	12504	9.856072664260864
3138.0	1.1943053	0.62422174	3.0448432	0.71411204	0.04018917	1.1902863	0.04511072	12604	9.933201789855957
3163.0	0.74237585	0.21439046	1.5790749	0.48089334	0.010859762	0.7412899	0.007264116	12704	10.016643762588501
3188.0	0.90517545	0.25605202	1.4202436	0.61501515	0.0008628818	0.9050892	0.0015988367	12804	10.101916313171387
3213.0	1.2410544	0.3832289	2.3212442	0.8015662	0.030271992	1.2380272	0.03461413	12904	10.184936046600342
3238.0	0.9269541	0.28498214	1.6764873	0.5811971	0.010331665	0.92592096	0.012767106	13004	10.262399673461914
3263.0	1.3749635	0.3827293	2.5373852	0.9141786	0.020233713	1.3729404	0.02600295	13104	10.340068340301514
3288.0	1.0447145	0.40537044	2.1926792	0.64779705	0.02031213	1.0426832	0.019859975	13204	10.416478157043457
3313.0	1.595769	0.5857364	3.2297788	0.87099177	0.020298054	1.593739	0.024942018	13304	10.494630813598633
3338.0	1.4082924	0.63382345	3.1284792	0.6188787	0.020261196	1.4062662	0.020954726	13404	10.571861267089844
3363.0	1.4686496	0.78801477	3.3643246	0.62258464	0.010290439	1.4676205	0.012410414	13504	10.649740934371948
3388.0	1.8029655	0.57764316	2.9012206	1.085205	0.030243864	1.7999411	0.036070537	13604	10.729984760284424
3413.0	0.9009544	0.31156102	2.050227	0.6090805	0.010241747	0.89993036	0.015073079	13704	10.806147813796997
3438.0	1.1355793	0.3623898	1.8849858	0.77321106	0.020253057	1.133554	0.024940245	13804	10.883777141571045
3463.0	1.3843187	0.36963007	2.0883389	1.0261778	0.030171165	1.3813015	0.03846373	13904	10.96820330619812
3488.0	0.9100563	0.28817543	1.9248551	0.62814534	0.010803851	0.9089759	0.012016029	14004	11.062703847885132
3513.0	0.7621708	0.2935158	1.7339704	0.5422852	0.020190144	0.7601518	0.023151804	14104	11.14753270149231
3538.0	1.5277704	0.49485677	2.893513	0.64832675	0.030206252	1.5247498	0.037065763	14204	11.23572301864624
3563.0	0.7193473	0.32005093	2.0054212	0.46584344	0.010219199	0.7183254	0.014011489	14304	11.32105040550232
3588.0	1.309659	0.57036996	3.492179	0.8272803	0.030205792	1.3066384	0.03607165	14404	11.397515058517456
3613.0	0.85944617	0.336304	1.9188424	0.51951176	0.010216241	0.8584246	0.015414595	14504	11.473776578903198
3638.0	1.2732246	0.32239196	2.3354945	0.90411466	0.020163048	1.2712082	0.028043116	14604	11.55158281326294
3663.0	0.7950039	0.33151442	1.892198	0.5318362	0.020174421	0.79298645	0.025741601	14704	11.63083529472351
3688.0	1.1689465	0.51612043	2.435612	0.48589548	0.030179434	1.1659286	0.035477206	14804	11.711397886276245
3713.0	0.9280944	0.37327024	2.061625	0.46908933	0.0101808105	0.9270763	0.014897377	14904	11.790238618850708
3738.0	1.3456796	0.43785146	2.5659776	0.699976	0.030198917	1.3426596	0.035447285	15004	11.869455099105835
3763.0	0.9136372	0.27738357	1.8717744	0.63308775	0.010190577	0.9126181	0.014745512	15104	11.946104764938354
3788.0	1.4884462	0.6670552	2.9906526	0.6210723	0.030181833	1.4854279	0.035238303	15204	12.023852586746216
3813.0	0.9919925	0.2943894	2.0584152	0.6824451	0.010271265	0.99096537	0.011058326	15304	12.099475145339966
3838.0	1.8202505	0.64097106	3.814198	0.91928995	0.03017228	1.8172333	0.038498294	15404	12.17607593536377
3863.0	0.88723963	0.2507874	1.8943257	0.5847352	0.010242475	0.8862154	0.009314402	15504	12.25157904624939
3888.0	1.8267572	0.62050545	3.3656278	0.8518538	0.020203352	1.824737	0.027150748	15604	12.327779769897461
3913.0	1.0745245	0.44454858	2.2519336	0.65733576	0.02021546	1.0725029	0.020852203	15704	12.403593301773071
3938.0	1.4739276	0.6058154	3.4294884	0.8295625	0.020199008	1.4719079	0.026747668	15804	12.480871438980103
3963.0	1.1721332	0.3500058	2.408232	0.81706536	0.010172283	1.1711161	0.014550976	15904	12.55864953994751
3988.0	1.2548082	0.37260073	2.3389142	0.7672418	0.030180326	1.2517902	0.0345657	16004	12.636897325515747
4013.0	1.0967577	0.3370449	1.8555406	0.6120809	0.020172011	1.0947404	0.024745353	16104	12.715453147888184
4038.0	1.0897071	0.38507855	2.1392255	0.7018744	0.020181889	1.0876889	0.02853459	16204	12.79412317276001
4063.0	0.8584131	0.28548947	2.0291057	0.44327453	0.0201592	0.85639715	0.022284739	16304	12.873231887817383
4088.0	1.2093439	0.6829544	3.2937531	0.44348118	0.020186475	1.2073251	0.027466262	16404	12.948389053344727
4113.0	0.9413575	0.28284758	1.9413874	0.70271707	0.020193877	0.9393381	0.024481518	16504	13.023501873016357
4138.0	1.1107826	0.5355009	3.0043929	0.5906699	0.02015653	1.108767	0.027401866	16604	13.098083734512329
4163.0	1.1065234	0.30660385	2.1380014	0.64977753	0.02025352	1.104498	0.024346914	16704	13.173352479934692
4188.0	1.3265619	0.48818555	2.9285338	0.71212274	0.020210879	1.3245407	0.027002443	16804	13.24909782409668
4213.0	1.0621381	0.3954883	2.01474	0.5175459	0.02024166	1.0601139	0.0233905	16904	13.32565450668335
4238.0	1.3159456	0.3715028	2.227141	0.6677957	0.010213646	1.3149241	0.01731642	17004	13.403478145599365
4263.0	1.2830691	0.5540785	2.839479	0.5566445	0.03018684	1.2800505	0.031732645	17104	13.482772588729858
4288.0	1.1637744	0.57169	3.1153479	0.626375	0.011419583	1.1626323	0.01001865	17204	13.559614181518555
4313.0	0.83178055	0.3723711	1.6919826	0.5074939	0.0101956995	0.83076096	0.009774294	17304	13.637156248092651
4338.0	1.9574846	0.5841254	3.2269511	1.008521	0.030248413	1.9544598	0.03728689	17404	13.715095043182373
4363.0	0.7211422	0.4079689	2.2195175	0.41478667	0.010175968	0.7201246	0.011481978	17504	13.794528484344482
4388.0	1.2702674	0.5236831	2.4427643	0.5424622	0.02018644	1.2682488	0.026908673	17604	13.872039079666138
4413.0	1.2385983	0.5066456	2.1312475	0.65346885	0.02026272	1.2365721	0.023583503	17704	13.948068141937256
4438.0	0.82561755	0.32086983	1.9044317	0.5821745	0.020185519	0.82359904	0.026320638	17804	14.024356603622437
4463.0	1.2094827	0.25453764	2.0334823	0.82607484	0.0207602	1.2074066	0.024236595	17904	14.103117227554321
4488.0	1.1033481	0.40446633	2.1916273	0.64773214	0.030186724	1.1003296	0.036971316	18004	14.181034803390503
4513.0	1.0842426	0.24479754	1.9916651	0.7276624	0.010174197	1.0832251	0.013503079	18104	14.257039546966553
4538.0	1.2216092	0.3898293	2.389867	0.68623036	0.030150373	1.2185941	0.037752222	18204	14.33408808708191
4563.0	0.91090554	0.37930897	2.3425405	0.54739463	0.020220613	0.90888333	0.024497554	18304	14.4092378616333
4588.0	1.518993	0.46693075	2.43376	0.7829208	0.020192316	1.5169739	0.023451075	18404	14.489078521728516
4613.0	1.0461007	0.34756905	1.715453	0.463205	0.010802917	1.0450203	0.0074438117	18504	14.565584897994995
4638.0	0.9251042	0.54542106	2.581435	0.4598314	0.020180669	0.9230861	0.03135001	18604	14.64247441291809
4663.0	0.67528284	0.5021415	2.491437	0.29035312	0.020242637	0.67325854	0.01943808	18704	14.72358775138855
4688.0	1.1466687	0.58208925	2.403776	0.31751603	0.0102300085	1.1456457	0.016162725	18804	14.800905466079712
4713.0	1.2167839	0.62017524	2.5302718	0.26216546	0.030179214	1.213766	0.0329491	18904	14.877907752990723
4738.0	0.82682955	0.60396177	2.6998365	0.2544382	0.010808505	0.8257487	0.013937289	19004	14.956296682357788
4763.0	0.6956735	0.4332371	2.2191203	0.44609457	0.02028328	0.69364524	0.020180095	19104	15.033447742462158
4788.0	1.6947806	0.6865791	3.2263958	0.60825753	0.010308467	1.6937495	0.014743127	19204	15.10871410369873
4813.0	1.3315718	0.58654124	3.147611	0.439899	0.030187404	1.3285532	0.030708468	19304	15.185392141342163
4838.0	1.0347916	0.43059376	2.2825506	0.4636223	0.010244936	1.0337671	0.012566899	19404	15.26225233078003
4863.0	1.6261306	0.51304257	2.9897814	0.93272907	0.020206485	1.6241096	0.025726955	19504	15.338942050933838
4888.0	1.1046509	0.3519905	2.1790814	0.65984476	0.010215503	1.1036294	0.0144536495	19604	15.416480779647827
4913.0	1.6685202	0.44985774	2.8614252	0.9762735	0.030153837	1.6655048	0.035883926	19704	15.49331521987915
4938.0	1.0259829	0.42619678	2.1508653	0.65748143	0.020142464	1.0239687	0.024355559	19804	15.571013689041138
4963.0	1.1998907	0.37920746	2.2421901	0.74855727	0.020183612	1.1978725	0.025824793	19904	15.646364450454712
4988.0	0.99714625	0.41010743	2.0958915	0.46517244	0.020277781	0.9951185	0.021076983	20004	15.72643494606018
5013.0	0.8481714	0.28028694	1.7343072	0.48660016	0.010233308	0.847148	0.01685396	20104	15.805402278900146
5038.0	1.1322422	0.39142632	1.8973311	0.513688	0.03018579	1.1292236	0.0357328	20204	15.884589910507202
5063.0	0.6310308	0.2421526	1.7020591	0.47335812	0.010178631	0.6300129	0.01787784	20304	15.96620512008667
5088.0	0.89358294	0.44588396	2.0675106	0.46571884	0.030166592	0.89056635	0.035343364	20404	16.044767141342163
5113.0	0.8688553	0.2667649	1.7016488	0.5425034	0.010214294	0.86783385	0.014710157	20504	16.122020721435547
5138.0	1.1722537	0.55762345	2.4434953	0.54044396	0.030251577	1.1692286	0.036357142	20604	16.20094871520996
5163.0	0.7362163	0.20706667	1.2190928	0.4498811	0.010192538	0.73519707	0.015613283	20704	16.278454303741455
5188.0	1.0134691	0.4546175	1.9087642	0.5203275	0.03018708	1.0104505	0.03504943	20804	16.358455657958984
5213.0	0.8364808	0.40482518	2.1879191	0.4738544	0.020221725	0.8344586	0.026352758	20904	16.43840479850769
5238.0	0.9499508	0.43441755	2.290807	0.54557645	0.02018832	0.947932	0.024670089	21004	16.5154812335968
5263.0	1.041054	0.43383387	2.3191237	0.53765446	0.020218546	1.0390321	0.026699366	21104	16.59229612350464
5288.0	1.0304804	0.50907195	2.306083	0.49600545	0.020200105	1.0284603	0.02265237	21204	16.66938352584839
5313.0	1.0515023	0.35152447	1.832206	0.5614496	0.010185867	1.0504837	0.016422503	21304	16.745634078979492
5338.0	1.1697017	0.4701518	2.1925354	0.6472354	0.030177452	1.1666839	0.03437853	21404	16.822961568832397
5363.0	0.9155489	0.34617	1.8758221	0.440913	0.020219056	0.913527	0.02776517	21504	16.899943828582764
5388.0	0.84649676	0.56131166	2.11175	0.25836614	0.020845523	0.8444121	0.017971218	21604	16.978214025497437
5413.0	0.9236324	0.63567084	2.5975692	0.2543487	0.010193583	0.92261314	0.018042829	21704	17.05405330657959
5438.0	1.25518	0.86273646	3.353458	0.26407272	0.030204946	1.2521595	0.030894158	21804	17.13152813911438
5463.0	0.7348593	0.46233806	1.7198418	0.2424835	0.00020060105	0.73483926	0.010504533	21904	17.20855212211609
5488.0	1.1064037	0.794874	2.8166707	0.19586498	0.040136166	1.1023902	0.042264033	22004	17.285739421844482
5513.0	0.73502815	0.59531575	2.7193274	0.19116762	0.010192607	0.73400897	0.02099772	22104	17.361411094665527
5538.0	0.8995694	0.7011178	2.714576	0.17907345	0.030188434	0.8965506	0.030072456	22204	17.438393115997314
5563.0	0.9011795	0.6007392	2.0292702	0.16373156	0.010841253	0.9000955	0.015493989	22304	17.51529049873352
5588.0	0.6373247	0.6040719	2.3498998	0.2594801	0.020153105	0.6353093	0.024672063	22404	17.597004652023315
5613.0	1.0311035	0.48701304	2.2578127	0.41203558	0.020195525	1.029084	0.02816068	22504	17.67534041404724
5638.0	0.671445	0.54957706	2.4065502	0.3283939	0.020191068	0.6694258	0.022662153	22604	17.751801013946533
5663.0	1.2136681	0.46518618	2.27864	0.5219956	0.020218125	1.2116463	0.028425107	22704	17.82754135131836
5688.0	0.6334552	0.50812894	2.4164078	0.33467403	0.020198602	0.63143533	0.022159316	22804	17.90384793281555
5713.0	1.289712	0.45988628	2.5175514	0.8876877	0.030775096	1.2866346	0.032920185	22904	17.982795000076294
5738.0	0.93476313	0.5567249	2.1409402	0.37240672	0.00018957205	0.93474424	0.0052369214	23004	18.063026905059814
5763.0	1.394328	0.61860037	3.3081467	0.37925887	0.04019514	1.3903087	0.043496534	23104	18.143146991729736
5788.0	0.6980066	0.40132073	1.6594962	0.30694628	0.00021743817	0.6979849	0.003679356	23204	18.220077991485596
5813.0	1.319294	0.8150204	2.86476	0.24285261	0.030806003	1.3162134	0.030937307	23304	18.334742069244385
5838.0	0.9611334	0.6100478	2.6684232	0.23212948	0.011437871	0.95998955	0.008667012	23404	18.411645650863647
5863.0	0.92301255	0.3903713	1.9701796	0.46749982	0.020185947	0.920994	0.020465393	23504	18.48810052871704
5888.0	0.8268533	0.43561026	2.1916666	0.4027254	0.010869176	0.8257663	0.009672616	23604	18.563068628311157
5913.0	0.9178898	0.25269642	1.6938429	0.49537444	0.010915232	0.9167982	0.005804072	23704	18.63784646987915
5938.0	0.9298073	0.42596695	1.6179229	0.37625116	0.010799506	0.9287272	0.01406334	23804	18.71305823326111
5963.0	1.3407439	0.3922128	2.140874	0.83062476	0.03019538	1.3377243	0.035735153	23904	18.788317441940308
5988.0	0.56499296	0.3720536	1.913211	0.28447485	0.010817565	0.56391126	0.009449529	24004	18.864516973495483
