Epoch	SuccessRate	CollRate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
32	0.4998296	0.41603833	0.64166427	0.781568	1.5086015	-0.3460329	13.764184	0.6060938	0.39006823	1.3125021	-0.74216515	264000	3.7252903e-09	0.20468369	-0.037527215	-0.099411026	2.187299	0.014791407	0.21875	79.0	36.89142990112305
33	0.633101	0.31267625	0.826559	0.7572687	1.5142864	-0.32871062	14.330224	0.539586	0.34958747	1.3471854	-0.5668861	272000	-3.259629e-08	0.19513297	-0.033658117	-0.10882137	2.1257775	0.0150254965	0.20050001	68.0	37.99390912055969
34	0.5069982	0.42691654	0.59452355	0.80362195	1.4957081	-0.41818568	13.096284	0.6331299	0.33830568	1.4669265	-0.38763243	280000	0.0	0.19859844	-0.037904724	-0.0919552	2.14486	0.015077082	0.20075	75.0	39.170382022857666
35	0.5123962	0.4174155	0.6238342	0.8030957	1.5058297	-0.42946866	13.337329	0.57420564	0.3452543	1.393357	-0.7031636	288000	8.381903e-09	0.22513771	-0.034134112	-0.11218652	2.126696	0.015083913	0.2035	61.0	40.25151991844177
36	0.63274103	0.31551266	0.8265517	0.77683794	1.5161389	-0.43504846	13.885036	0.6537033	0.3346291	1.4173936	-0.39028803	296000	-1.4901161e-08	0.16653343	-0.033532	-0.08633639	2.0763295	0.013527311	0.1895	79.0	41.42282271385193
37	0.6191037	0.32054234	0.76635706	0.79195714	1.5113914	-0.38220286	13.348276	0.7265304	0.3312973	1.4226301	-0.513952	304000	-1.5832484e-08	0.17721878	-0.03624067	-0.10315661	2.0389304	0.013418654	0.20362501	79.0	42.59551644325256
38	0.48985282	0.47688383	0.5546448	0.81454676	1.4901171	-0.5290474	12.248427	0.5833528	0.3970763	1.570231	-0.6276401	312000	-7.450581e-09	0.20740488	-0.03587838	-0.110992104	2.0838025	0.011356646	0.20825	79.0	43.74306011199951
39	0.5127279	0.45312178	0.62653935	0.80977494	1.5033884	-0.4142102	12.646104	0.63170266	0.39675346	1.4945916	-0.5532152	320000	0.0	0.17516193	-0.03645322	-0.09329063	2.0339856	0.015011212	0.21450001	79.0	44.96530032157898
40	0.5815214	0.36247814	0.7447072	0.79837686	1.5028753	-0.4735043	13.958333	0.6145443	0.3719512	1.4135563	-0.42114273	328000	1.1175871e-08	0.20983884	-0.031842224	-0.13672625	1.9930487	0.015024997	0.20012501	50.0	46.07357621192932
41	0.6266974	0.3309663	0.8103214	0.77911043	1.5093899	-0.5014968	14.255597	0.654458	0.4252173	1.5147939	-0.5663307	336000	-9.313226e-09	0.1831795	-0.025321728	-0.10728632	1.969209	0.0153014865	0.168125	37.0	47.143041133880615
42	0.6680507	0.2942144	0.9031282	0.7418026	1.5089086	-0.30631447	14.270522	0.74931794	0.34819642	1.6230209	-0.43764672	344000	-7.450581e-09	0.17964554	-0.030603733	-0.1001212	1.9317627	0.015081865	0.16299999	47.0	48.171271085739136
43	0.7741319	0.1935764	1.0589348	0.68108857	1.5263978	-0.40937296	15.0234375	0.8212134	0.28102523	1.3960757	-0.74492824	352000	-1.3038516e-08	0.109184444	-0.03662935	-0.054353498	1.8863722	0.014829827	0.212625	79.0	49.462538957595825
44	0.76173115	0.2077133	1.0214173	0.7071083	1.5306774	-0.4164175	14.842308	0.75184536	0.3440982	1.4604198	-0.4655519	360000	-1.8626451e-09	0.1708976	-0.030415317	-0.10176519	1.8656285	0.015054133	0.19125	61.0	50.588454484939575
45	0.6977241	0.29602593	0.94056326	0.7575469	1.5280329	-0.48717356	13.1819725	0.7992888	0.30532452	1.6288807	-0.7831291	368000	-1.5832484e-08	0.15899572	-0.034341075	-0.08921228	1.8495836	0.014180919	0.19325	79.0	51.779232025146484
46	0.7145226	0.26290795	0.9550427	0.7499439	1.5290494	-0.39862734	14.088768	0.7705501	0.33679557	1.3935571	-0.4855391	376000	3.7252903e-09	0.14975278	-0.030803893	-0.08732695	1.8505449	0.01436428	0.16675	79.0	52.91895270347595
47	0.7037275	0.2500919	0.96090674	0.7426375	1.5225978	-0.41011375	13.951087	0.7686639	0.35214034	1.4954231	-0.39760643	384000	0.0	0.18125035	-0.035318762	-0.109567255	1.814194	0.013078674	0.19174999	79.0	54.1176655292511
48	0.6712628	0.29090828	0.8985371	0.77014536	1.5290802	-0.39659718	13.742958	0.8127323	0.3138044	1.5407308	-0.453335	392000	1.4901161e-08	0.19487745	-0.035294272	-0.11042024	1.8034989	0.012274917	0.20324999	79.0	55.2688422203064
49	0.6865314	0.29126462	0.92903954	0.7678705	1.527949	-0.47914538	13.066667	0.7671221	0.33454913	1.4505093	-0.40829226	400000	-1.8626451e-09	0.15289962	-0.034890406	-0.08988089	1.792403	0.014942959	0.192125	79.0	56.438167333602905
50	0.7186667	0.2813333	0.9474769	0.7642212	1.5243652	-0.745396	13.339041	0.8235225	0.2930551	1.4728571	-0.88303393	408000	-7.450581e-09	0.13665386	-0.025710126	-0.10506874	1.7800989	0.01528642	0.185875	30.0	57.42992305755615
51	0.61020255	0.36238515	0.7893288	0.8207136	1.5274643	-0.47769457	12.475649	0.72866124	0.4273516	1.4158509	-0.5563709	416000	5.122274e-09	0.14733791	-0.036126643	-0.086936496	1.7541499	0.0146565335	0.208125	79.0	58.63924050331116
52	0.60538703	0.35609478	0.80772007	0.7988936	1.5372998	-0.3770653	12.3375	0.7739597	0.3708976	1.4095728	-0.89876956	424000	-7.450581e-09	0.19041005	-0.037583906	-0.10049209	1.6970317	0.013535816	0.21075	79.0	59.88507127761841
53	0.6621757	0.31686836	0.9091934	0.772486	1.5357088	-0.38291	12.503184	0.7592101	0.37442544	1.3539163	-0.58554626	432000	0.0	0.2039349	-0.033132218	-0.11670375	1.657436	0.015141642	0.184125	61.0	60.954018115997314
54	0.65162385	0.32232144	0.8735031	0.80097646	1.5226824	-0.50877905	12.348726	0.7594978	0.3550637	1.3554462	-0.50996715	440000	9.313226e-09	0.17036408	-0.03611773	-0.10095224	1.6754663	0.013755724	0.1885	79.0	62.19174814224243
55	0.6272794	0.36577618	0.8261116	0.81050575	1.5294476	-0.40465656	12.10276	0.7148011	0.42815608	1.4082483	-0.7562403	448000	-3.7252903e-09	0.15642527	-0.033849366	-0.09122072	1.7027612	0.012954386	0.192125	79.0	63.36559057235718
56	0.6654514	0.32139078	0.8780109	0.7848356	1.5333605	-0.39277938	12.682119	0.7436527	0.4070093	1.538419	-0.5283454	456000	1.1175871e-08	0.20141238	-0.02919196	-0.12904483	1.6977082	0.015195705	0.165375	37.0	64.3866515159607
57	0.643778	0.33538866	0.8545495	0.79050595	1.5221003	-0.36519113	12.21519	0.7257268	0.4198561	1.5604639	-1.1781973	464000	1.4901161e-08	0.18875827	-0.033024307	-0.11798204	1.6545341	0.015086025	0.188125	57.0	65.4709038734436
58	0.74904966	0.22942251	1.0356909	0.727124	1.531007	-0.42747113	13.224662	0.8085236	0.35174617	1.4354564	-0.50588965	472000	0.0	0.13263619	-0.03380475	-0.0770701	1.5928856	0.015037641	0.1875	79.0	66.66642880439758
59	0.751376	0.21921225	1.029259	0.725397	1.5174286	-0.438858	13.808511	0.793849	0.38660905	1.5346358	-1.0636815	480000	-4.656613e-09	0.1503878	-0.030965583	-0.08951005	1.6386636	0.015037036	0.190875	49.0	67.70429754257202
60	0.7300804	0.23392889	1.0095118	0.7401203	1.5361718	-0.36996236	13.407986	0.8526954	0.3321775	1.4541188	-0.5870789	488000	7.450581e-09	0.157846	-0.03356418	-0.08097065	1.6390498	0.013296277	0.1965	79.0	68.88107633590698
61	0.6908408	0.29486185	0.9230989	0.785077	1.5231594	-0.41778895	12.844371	0.78978354	0.3265112	1.2935668	-0.5688476	496000	-7.21775e-09	0.14572892	-0.03769251	-0.09348879	1.6572226	0.014875985	0.204	79.0	70.03143405914307
62	0.73432875	0.2444294	1.0058758	0.750853	1.5285448	-0.4743429	13.301724	0.81733304	0.34772548	1.5520742	-0.66066796	504000	3.7252903e-09	0.13580006	-0.03309278	-0.0793254	1.5834112	0.015044152	0.196375	68.0	71.16374707221985
63	0.73339415	0.2352333	1.0066104	0.73989296	1.5378379	-0.4757222	13.541958	0.8712947	0.34975752	1.7793751	-0.82010823	512000	0.0	0.18400729	-0.033585243	-0.12859514	1.5723691	0.012900431	0.19749999	79.0	72.30253720283508
64	0.6159555	0.3708501	0.7974104	0.8308253	1.5330498	-0.48013273	11.775758	0.70551264	0.44735667	1.5195535	-0.72157675	520000	-9.313226e-10	0.20201778	-0.034325242	-0.12827204	1.5925529	0.011967193	0.178625	79.0	73.47041893005371
65	0.6435368	0.34083825	0.82858056	0.8186854	1.5324024	-0.39104748	12.059375	0.76739526	0.449836	1.4433601	-0.7410059	528000	-4.656613e-09	0.15910205	-0.03581562	-0.09555511	1.5557516	0.0138944555	0.18900001	79.0	74.6538474559784
66	0.64458483	0.32123354	0.8560831	0.80209774	1.5218587	-0.38128078	12.620915	0.78821665	0.39165637	1.4407386	-0.66737646	536000	1.3038516e-08	0.22348118	-0.035491593	-0.13919531	1.5262647	0.013965538	0.19887501	79.0	75.80820822715759
67	0.7164108	0.27525586	0.97462595	0.756691	1.5150259	-0.4787673	12.751645	0.7762063	0.36617878	1.4610853	-0.6945278	544000	-1.8626451e-09	0.17658481	-0.035263397	-0.11131667	1.5286492	0.015043824	0.178375	70.0	77.01648354530334
68	0.7977431	0.1796875	1.1087505	0.6849543	1.5245796	-0.3608026	13.700705	0.7915902	0.36050993	1.3342769	-0.5472987	552000	-7.450581e-09	0.14136831	-0.028228674	-0.083959095	1.4918007	0.015128808	0.167375	48.0	78.04286551475525
69	0.749394	0.20142084	1.0519644	0.7147617	1.5232902	-0.5171584	13.363946	0.8367151	0.32916433	1.3532579	-0.8624804	560000	-7.450581e-09	0.15285873	-0.03361556	-0.08861509	1.4581981	0.01503072	0.18225	58.0	79.20270919799805
70	0.75160336	0.21888275	1.0301179	0.72917324	1.5239625	-0.502831	13.663733	0.8431889	0.32272103	1.4297644	-0.30677885	568000	6.519258e-09	0.16671425	-0.023679258	-0.094831005	1.4822979	0.015307868	0.15225	29.0	80.16209697723389
71	0.7355681	0.25818193	1.0026151	0.7476374	1.5226066	-0.45363703	12.71732	0.81904507	0.33931345	1.4351562	-0.64929694	576000	-7.450581e-09	0.14629409	-0.034242224	-0.08930735	1.4677442	0.014529422	0.18375	79.0	81.40709495544434
72	0.7446638	0.25533628	1.0283228	0.73803306	1.5375974	-0.45629883	12.764803	0.84215283	0.36832923	1.560472	-0.7907837	584000	1.0244548e-08	0.11049291	-0.032347005	-0.06794671	1.5042444	0.013665688	0.185125	79.0	82.54858541488647
73	0.69953406	0.27201208	0.95081425	0.7855867	1.5311836	-0.38961247	12.710784	0.8779764	0.33955532	1.4787116	-0.64219296	592000	-3.7252903e-09	0.15885413	-0.030163221	-0.09964203	1.4962946	0.0150239505	0.163625	50.0	83.64206337928772
74	0.77141815	0.20186403	1.0698044	0.70623773	1.5345796	-0.4370805	13.084459	0.84314775	0.36111957	1.5185549	-0.5334468	600000	-3.7252903e-09	0.16467161	-0.033271223	-0.10538946	1.4730239	0.015079851	0.195	47.0	84.66033673286438
75	0.75175637	0.24824367	1.035886	0.73057526	1.5248622	-0.5033757	12.828947	0.846626	0.30304688	1.5069256	-0.40943056	608000	-7.450581e-09	0.11170679	-0.034068115	-0.07388509	1.424943	0.014266925	0.19025	79.0	85.88176703453064
76	0.6757963	0.32420373	0.9029869	0.79931843	1.5277295	-0.5466323	11.953704	0.8364605	0.3791849	1.4848597	-0.46795642	616000	-3.7252903e-09	0.11554757	-0.033433765	-0.07154287	1.4034204	0.015101342	0.17899999	56.0	86.9442777633667
77	0.76558214	0.22035535	1.0548267	0.7160909	1.5320436	-0.7978215	12.968333	0.8480176	0.38061732	1.5114491	-0.70080465	624000	-9.313226e-09	0.11585909	-0.03460168	-0.07912932	1.3776882	0.015002205	0.18925	51.0	88.03438878059387
78	0.69530267	0.2848444	0.95303154	0.7814457	1.5225806	-0.84885764	12.184375	0.85790867	0.36893463	1.4778281	-0.60408527	632000	-7.450581e-09	0.14088657	-0.03611447	-0.08917993	1.4365274	0.013330358	0.20612499	79.0	89.21689939498901
79	0.76816523	0.21864036	1.0693898	0.71699965	1.5407263	-0.36341402	12.707517	0.8327639	0.40800038	1.6482296	-0.87874705	640000	-2.0489097e-08	0.14273928	-0.035234615	-0.10436089	1.3744049	0.015063214	0.173375	70.0	90.40488004684448
80	0.6027352	0.37805957	0.78098005	0.82663614	1.5135511	-0.50836	11.804545	0.7875548	0.4121809	1.7353994	-0.6452064	648000	7.450581e-09	0.21921751	-0.022596993	-0.14710742	1.4367256	0.015486779	0.165875	20.0	91.42909240722656
81	0.6963099	0.29800826	0.9390356	0.7886265	1.5343633	-0.85193306	12.003086	0.81204563	0.3959077	1.5538901	-0.98916924	656000	-2.7939677e-09	0.16763186	-0.033874266	-0.12305768	1.4053601	0.015093245	0.195125	62.0	92.55226421356201
82	0.6574987	0.33555686	0.86485	0.80237246	1.5144047	-0.5304983	12.135093	0.7694762	0.43869302	1.6309264	-1.0189297	664000	9.313226e-10	0.1874066	-0.038671654	-0.1358836	1.3813329	0.014123403	0.21612501	79.0	93.70560503005981
83	0.71941835	0.28058165	0.9773163	0.76651716	1.5323104	-0.4875695	12.102485	0.77792627	0.45508063	1.6748452	-0.5606387	672000	-1.0244548e-08	0.12700945	-0.03431369	-0.0848189	1.3411206	0.015011291	0.17725	67.0	94.8495786190033
84	0.711098	0.28232303	0.96568096	0.7603171	1.5390441	-0.38317585	12.278302	0.8767525	0.34433037	1.4368037	-0.57504684	680000	0.0	0.12073271	-0.03589659	-0.05873596	1.3398902	0.01168252	0.171	79.0	95.98352360725403
85	0.7527151	0.22718254	1.0573976	0.71873933	1.5415978	-0.37061667	12.864239	0.8582143	0.3331747	1.6008404	-0.5805845	688000	-3.7252903e-09	0.11976342	-0.037094623	-0.079715386	1.3633131	0.014617683	0.20425001	79.0	97.15959548950195
86	0.735772	0.25687504	1.0122312	0.74720365	1.5305978	-0.39985827	12.532051	0.813216	0.4136077	1.4714673	-0.64572155	696000	0.0	0.12005494	-0.03436961	-0.07168414	1.3430192	0.015161773	0.19125	71.0	98.37842559814453
87	0.77558357	0.22441643	1.0787019	0.711652	1.5296702	-0.41219637	12.544871	0.8837769	0.34581053	1.4638408	-0.6783353	704000	-7.450581e-09	0.08080378	-0.032020465	-0.050894268	1.3163978	0.015021928	0.191125	52.0	99.52025151252747
88	0.8026077	0.1908133	1.1123855	0.6748303	1.5242807	-0.32356942	12.928333	0.9151906	0.33090094	1.5267931	-0.5709649	712000	-7.450581e-09	0.10198198	-0.034864526	-0.056969374	1.3017244	0.015024496	0.186625	61.0	100.682870388031
89	0.6902113	0.30353868	0.927926	0.78765714	1.5339115	-0.39153203	12.046584	0.82980007	0.38118055	1.4862553	-0.5763049	720000	0.0	0.1426994	-0.036635436	-0.08285495	1.317454	0.013945786	0.195375	79.0	101.8250195980072
90	0.7225773	0.27047828	0.99444395	0.7530931	1.5160245	-0.36276427	12.593549	0.9059065	0.34580046	1.5327585	-0.44000188	728000	7.450581e-09	0.12195562	-0.035222508	-0.082054764	1.2868063	0.012456389	0.18162501	79.0	103.02851510047913
91	0.72360253	0.24693465	1.0072095	0.74512213	1.5252546	-0.54962367	12.976352	0.80442894	0.42138627	1.6288071	-0.79106414	736000	-9.313226e-10	0.14186662	-0.036389302	-0.06661027	1.3174534	0.011639188	0.1855	79.0	104.17302656173706
92	0.76209366	0.18706463	1.0469809	0.73988706	1.5246848	-0.7221553	13.865249	0.8384058	0.37616265	1.5414888	-0.810576	744000	0.0	0.15440428	-0.036800515	-0.099312216	1.3212698	0.013055958	0.194	79.0	105.38901400566101
93	0.8236811	0.15426004	1.158314	0.6581429	1.5326066	-0.8086261	13.415517	0.8607175	0.35269284	1.4602227	-0.8483235	752000	-1.5832484e-08	0.1324188	-0.028825818	-0.087355934	1.2756495	0.015118632	0.1615	44.0	106.40841603279114
94	0.7997549	0.19289216	1.1111568	0.7000444	1.5241702	-0.7740135	12.777778	0.9232612	0.29679194	1.4107522	-0.58775586	760000	4.656613e-09	0.122507	-0.034358934	-0.07022001	1.2590148	0.015026262	0.207625	62.0	107.53575301170349
95	0.76746947	0.22558612	1.0610137	0.7192768	1.5256667	-0.5063072	12.901316	0.8658663	0.37362328	1.5265063	-1.0376369	768000	-9.313226e-10	0.10818	-0.0359744	-0.06489708	1.2596755	0.011729376	0.17337501	79.0	108.67779088020325
96	0.7687672	0.19887987	1.0789056	0.7199614	1.5233805	-0.7619734	13.17687	0.8484297	0.37379366	1.4921733	-1.2966915	776000	4.656613e-09	0.14122221	-0.030847449	-0.08392537	1.2418771	0.015019872	0.170625	43.0	109.7227737903595
97	0.810866	0.16825765	1.1522449	0.6645358	1.5341544	-0.3649649	13.260135	0.849942	0.3712335	1.5252051	-0.67486626	784000	-7.450581e-09	0.11188002	-0.034382947	-0.06793994	1.2588801	0.015144559	0.1665	66.0	110.81357526779175
98	0.77671784	0.21633771	1.0923802	0.70939696	1.5330951	-0.42257097	12.782895	0.9237035	0.34348837	1.5327482	-0.7709164	792000	1.3038516e-08	0.10243804	-0.035127796	-0.059330136	1.2143245	0.015053958	0.18450001	77.0	112.01093888282776
99	0.7322473	0.24791145	1.0143007	0.7498581	1.5383991	-0.48638403	12.614516	0.9057769	0.34483504	1.6038852	-0.45848387	800000	7.450581e-09	0.16282427	-0.027895482	-0.09125103	1.2238804	0.015289283	0.15175	33.0	112.98892831802368
100	0.79232365	0.20032342	1.1121039	0.6968867	1.5298092	-0.726431	12.774671	0.85165894	0.35389593	1.5091188	-0.6288524	808000	0.0	0.14457887	-0.035035726	-0.108110934	1.1910831	0.015052695	0.16775	64.0	114.1090955734253
101	0.78604877	0.20659828	1.1019105	0.6982896	1.5376066	-0.8199239	13.036667	0.89062315	0.3483494	1.4949747	-0.7313643	816000	-1.8626451e-08	0.11700318	-0.03643611	-0.060572222	1.160546	0.01506537	0.17475	77.0	115.26354265213013
102	0.7476151	0.23886158	1.0162235	0.78324157	1.5367055	-0.93092424	12.503226	0.8925407	0.3727893	1.5675515	-1.0496259	824000	1.4901161e-08	0.12063366	-0.036914032	-0.09350796	1.2000899	0.013879374	0.17449999	79.0	116.44531011581421
103	0.69870484	0.27527177	0.9548781	0.8045354	1.5315926	-0.8628121	11.972222	0.8328813	0.46938097	1.5119089	-0.9275044	832000	-1.8626451e-09	0.123777315	-0.037473284	-0.08816323	1.2277825	0.012513243	0.187875	79.0	117.70259094238281
104	0.73511904	0.2516865	1.0077728	0.7686727	1.5216055	-0.8290191	12.447115	0.8291634	0.46338415	1.4453547	-0.8422131	840000	4.656613e-09	0.1446065	-0.03537066	-0.09099387	1.2235153	0.015000597	0.19025001	73.0	118.93728446960449
105	0.6747551	0.3127136	0.912876	0.799039	1.5309826	-0.47281775	11.871988	0.8227949	0.4001268	1.4965607	-0.58885205	848000	2.7939677e-09	0.12875234	-0.032741234	-0.08415468	1.2609372	0.015053855	0.175375	51.0	120.05186605453491
